reading_id,sensor_id,sensor_code,sensor_type,datetime,value,raw_value,alert_level,data_quality_score,rate_of_change,noise_level,temperature_c,transmission_mode
3105,9,SNS0009,Rain Gauge,2018-05-25 15:51:34,8.336,8.028,Fault,0.949,1.51,0.113,63.8,4G
3106,60,SNS0060,Seismograph,2018-07-04 09:12:12,67.551,70.072,Warning,0.981,1.81,1.406,10.8,LoRa
3107,69,SNS0069,Extensometer,2023-02-10 23:25:15,80.143,82.765,Critical,0.956,0.28,0.079,1.9,LoRa
3108,154,SNS0154,GNSS,2024-12-30 18:27:26,90.814,90.717,Normal,0.995,0.12,0.441,-14.8,WiFi
3109,74,SNS0074,Seismograph,2021-05-08 18:15:28,69.166,70.418,Normal,0.829,1.59,0.587,-5.5,WiFi
3110,185,SNS0185,Extensometer,2024-12-09 13:32:55,18.315,18.364,Warning,0.813,1.39,1.788,42.3,WiFi
3111,189,SNS0189,GNSS,2021-09-20 09:00:32,69.315,71.494,Fault,0.861,1.06,0.825,-8.6,LoRa
3112,189,SNS0189,GNSS,2024-04-07 12:17:49,94.264,97.57,Warning,0.971,3.43,0.26,33.0,LoRa
3113,284,SNS0284,Rain Gauge,2024-11-28 15:09:44,33.395,32.427,Normal,0.894,2.03,1.145,77.3,4G
3114,136,SNS0136,Soil Moisture,2022-01-02 10:23:06,49.204,48.876,Normal,0.809,2.97,0.338,2.8,Manual
3115,165,SNS0165,Extensometer,2022-07-06 17:01:01,84.323,86.982,Fault,0.922,4.89,0.746,-4.7,4G
3116,236,SNS0236,Tiltmeter,2024-05-26 07:37:24,63.646,66.533,Warning,0.84,4.35,1.563,50.4,Manual
3117,35,SNS0035,Accelerometer,2021-10-28 17:08:21,45.807,44.541,Warning,0.821,2.29,1.432,63.7,4G
3118,132,SNS0132,Extensometer,2021-10-19 06:00:53,28.152,28.696,Normal,0.949,0.9,0.296,63.0,4G
3119,168,SNS0168,Rain Gauge,2023-06-12 19:00:10,36.195,34.876,Normal,0.855,2.19,1.54,17.7,4G
3120,150,SNS0150,Tiltmeter,2020-06-16 20:45:14,70.671,72.407,Normal,0.984,4.27,0.825,48.7,Satellite
3121,35,SNS0035,Accelerometer,2021-03-29 11:04:03,72.327,71.376,Warning,0.824,3.24,1.476,1.1,Manual
3122,270,SNS0270,Rain Gauge,2021-08-12 20:11:51,94.141,97.311,Warning,0.872,2.15,1.599,-34.2,LoRa
3123,225,SNS0225,Inclinometer,2018-11-27 10:05:59,20.624,21.634,Critical,0.991,2.08,1.275,-19.8,LoRa
3124,226,SNS0226,Piezometer,2023-10-30 10:58:39,84.72,88.028,Critical,0.818,0.38,0.175,9.2,WiFi
3125,283,SNS0283,Tiltmeter,2022-01-25 11:28:14,97.683,100.202,Normal,0.975,0.96,0.039,3.3,4G
3126,295,SNS0295,Soil Moisture,2018-07-24 04:27:45,52.677,51.291,Fault,0.992,2.09,1.198,69.0,Manual
3127,90,SNS0090,Extensometer,2023-10-28 21:57:18,86.003,88.612,Warning,0.86,1.7,0.05,23.5,WiFi
3128,213,SNS0213,Soil Moisture,2023-04-02 21:55:08,15.317,15.289,Normal,0.933,4.23,1.722,62.9,WiFi
3129,231,SNS0231,Rain Gauge,2022-11-23 06:53:33,1.172,1.207,Warning,0.986,0.29,0.807,63.4,Manual
3130,195,SNS0195,Piezometer,2020-08-08 22:11:41,99.905,104.279,Critical,0.989,0.78,0.097,44.0,LoRa
3131,29,SNS0029,Crack Gauge,2024-01-30 06:58:55,10.309,10.464,Normal,0.904,0.18,1.316,-36.1,LoRa
3132,231,SNS0231,Rain Gauge,2019-02-04 16:35:42,45.0,47.195,Fault,0.888,3.04,1.729,30.1,LoRa
3133,267,SNS0267,Accelerometer,2018-12-19 04:57:51,19.677,19.076,Critical,0.82,1.51,1.597,-19.7,4G
3134,64,SNS0064,Seismograph,2024-05-11 17:52:06,38.03,37.201,Critical,0.862,1.26,0.757,69.0,Satellite
3135,222,SNS0222,Accelerometer,2018-01-20 11:58:16,81.445,81.364,Normal,0.848,0.22,0.332,30.1,Manual
3136,29,SNS0029,Crack Gauge,2024-04-27 03:47:35,11.974,11.971,Critical,0.907,3.69,0.147,20.9,Manual
3137,33,SNS0033,Extensometer,2018-07-30 13:26:51,16.686,17.363,Critical,0.99,0.68,0.849,38.9,4G
3138,97,SNS0097,Inclinometer,2021-03-24 18:58:38,63.397,64.32,Fault,0.871,0.41,0.245,8.4,Manual
3139,241,SNS0241,Inclinometer,2024-08-07 07:07:54,35.374,35.87,Critical,0.861,4.29,1.407,-15.1,LoRa
3140,35,SNS0035,Accelerometer,2018-06-28 19:44:05,34.554,36.239,Fault,0.98,4.71,0.823,27.4,Manual
3141,148,SNS0148,Accelerometer,2019-02-23 09:25:05,81.347,84.733,Critical,0.93,2.04,0.73,40.1,WiFi
3142,224,SNS0224,Tiltmeter,2018-03-31 22:13:59,62.897,65.062,Normal,0.973,3.26,1.342,37.5,WiFi
3143,10,SNS0010,Seismograph,2022-10-26 03:44:14,38.06,36.168,Warning,0.942,2.43,1.507,-34.4,Manual
3144,40,SNS0040,Seismograph,2018-07-24 22:21:52,32.535,32.259,Normal,0.969,4.23,1.322,47.1,4G
3145,286,SNS0286,Soil Moisture,2024-12-24 14:15:54,53.171,54.433,Fault,0.944,3.31,1.42,52.5,WiFi
3146,52,SNS0052,Tiltmeter,2021-11-30 23:44:48,75.208,72.433,Warning,0.924,1.86,0.814,-39.7,Satellite
3147,88,SNS0088,Extensometer,2018-10-06 01:32:10,8.056,8.156,Fault,0.887,2.2,1.895,39.8,Manual
3148,292,SNS0292,Piezometer,2020-01-19 14:15:00,93.018,94.757,Normal,0.942,2.13,0.277,-38.7,4G
3149,224,SNS0224,Tiltmeter,2023-06-26 14:00:49,99.75,95.461,Normal,0.863,0.18,1.089,-23.5,WiFi
3150,115,SNS0115,Extensometer,2019-10-23 06:01:30,11.277,11.474,Normal,0.959,2.52,1.047,-29.3,LoRa
3151,120,SNS0120,Accelerometer,2018-09-27 19:59:10,30.762,30.006,Warning,0.971,3.5,0.355,44.8,Manual
3152,130,SNS0130,Accelerometer,2019-03-25 16:31:49,74.813,74.13,Warning,0.951,4.05,0.142,78.6,4G
3153,182,SNS0182,GNSS,2023-02-03 14:34:09,64.623,65.07,Warning,0.801,1.03,0.656,15.3,4G
3154,298,SNS0298,Seismograph,2024-09-28 02:54:25,6.269,6.01,Critical,0.876,2.97,0.768,32.8,Satellite
3155,108,SNS0108,Rain Gauge,2023-10-18 06:33:42,28.099,28.24,Normal,0.991,2.34,1.385,65.7,Satellite
3156,118,SNS0118,Soil Moisture,2021-02-02 12:02:03,2.096,2.091,Normal,0.969,4.64,0.155,43.2,Manual
3157,245,SNS0245,Extensometer,2018-01-29 14:43:52,4.1,3.997,Normal,0.937,0.82,1.549,59.1,Satellite
3158,194,SNS0194,Crack Gauge,2023-01-22 10:42:33,52.177,53.92,Warning,0.837,0.2,0.676,6.5,LoRa
3159,155,SNS0155,Rain Gauge,2022-04-10 04:28:49,69.204,66.688,Critical,0.968,1.19,1.174,37.3,Satellite
3160,135,SNS0135,Inclinometer,2019-08-23 16:12:51,44.585,46.204,Critical,0.893,0.04,1.197,-32.9,Manual
3161,217,SNS0217,GNSS,2023-05-28 06:55:01,8.346,8.191,Critical,0.964,0.79,1.924,61.4,Manual
3162,270,SNS0270,Rain Gauge,2019-08-24 08:10:56,3.016,3.014,Warning,0.979,0.64,0.139,16.9,LoRa
3163,255,SNS0255,Accelerometer,2024-07-25 21:01:11,94.678,94.337,Critical,0.88,3.05,1.129,60.7,WiFi
3164,184,SNS0184,Rain Gauge,2024-03-08 05:33:11,22.602,23.489,Critical,0.896,4.17,0.731,39.0,Manual
3165,265,SNS0265,Inclinometer,2020-01-29 09:13:00,97.949,100.22,Critical,0.82,3.69,1.95,-9.1,Manual
3166,27,SNS0027,Extensometer,2021-04-02 14:10:43,97.313,94.645,Fault,0.885,0.82,0.622,64.0,4G
3167,27,SNS0027,Extensometer,2019-09-24 07:14:56,84.619,88.125,Warning,0.817,4.17,1.56,71.1,LoRa
3168,241,SNS0241,Inclinometer,2022-04-14 12:07:52,10.308,10.667,Critical,0.99,2.57,1.32,-31.4,LoRa
3169,12,SNS0012,Rain Gauge,2024-05-12 20:43:24,31.954,33.001,Critical,0.879,2.19,0.054,-14.9,Manual
3170,281,SNS0281,Accelerometer,2022-09-13 22:19:11,81.189,83.037,Warning,0.926,3.98,0.86,-9.5,Satellite
3171,235,SNS0235,Inclinometer,2021-06-26 00:06:06,23.7,23.883,Normal,0.809,3.37,1.654,75.7,4G
3172,224,SNS0224,Tiltmeter,2021-05-18 19:28:07,46.939,48.455,Critical,0.916,4.53,0.835,-28.3,Manual
3173,300,SNS0300,Rain Gauge,2020-02-25 08:54:22,48.4,48.669,Normal,0.856,0.69,1.715,27.9,WiFi
3174,89,SNS0089,GNSS,2020-09-20 07:14:06,77.642,79.81,Normal,0.882,4.42,1.713,-27.1,4G
3175,86,SNS0086,Accelerometer,2018-03-25 23:36:09,63.096,65.483,Normal,0.974,3.77,1.779,46.4,Manual
3176,39,SNS0039,Crack Gauge,2020-07-06 03:07:54,81.36,78.133,Fault,0.94,4.64,1.636,58.0,LoRa
3177,188,SNS0188,Soil Moisture,2022-08-29 11:19:57,65.223,63.853,Warning,0.939,4.7,0.702,-13.8,Satellite
3178,94,SNS0094,Piezometer,2018-05-07 19:32:02,67.319,64.047,Normal,0.828,1.21,0.14,28.1,WiFi
3179,56,SNS0056,Accelerometer,2019-06-28 03:33:52,32.67,32.828,Fault,0.874,0.75,1.93,-17.1,4G
3180,278,SNS0278,GNSS,2022-05-15 20:05:13,99.132,94.515,Critical,0.874,3.25,1.716,-7.0,4G
3181,105,SNS0105,Crack Gauge,2018-10-31 00:46:27,35.056,33.312,Fault,0.937,3.99,1.066,10.3,4G
3182,87,SNS0087,Accelerometer,2021-03-10 22:25:31,84.729,85.673,Normal,0.857,4.98,1.692,-11.9,WiFi
3183,53,SNS0053,Accelerometer,2024-10-12 14:29:54,2.658,2.71,Critical,0.951,4.75,1.686,23.1,LoRa
3184,154,SNS0154,GNSS,2022-09-12 02:47:34,75.246,77.607,Critical,0.811,3.24,0.08,-27.5,WiFi
3185,215,SNS0215,Piezometer,2019-03-17 00:41:23,53.568,55.289,Critical,0.922,1.5,0.151,70.6,Satellite
3186,151,SNS0151,Piezometer,2024-04-18 15:26:22,13.273,13.694,Fault,0.864,3.92,1.737,3.6,LoRa
3187,78,SNS0078,GNSS,2022-11-11 20:39:46,93.333,96.215,Fault,0.883,0.5,1.111,18.5,Manual
3188,139,SNS0139,Inclinometer,2023-08-12 22:01:21,45.672,44.36,Fault,0.826,0.44,1.549,38.2,Manual
3189,52,SNS0052,Tiltmeter,2018-05-25 22:16:04,16.647,17.116,Normal,0.972,0.37,1.057,-38.4,WiFi
3190,199,SNS0199,Seismograph,2020-06-04 02:43:48,64.894,66.274,Fault,0.931,3.42,1.838,31.6,Manual
3191,19,SNS0019,Tiltmeter,2021-09-29 06:14:08,44.441,42.422,Warning,0.8,1.12,0.872,24.4,Manual
3192,202,SNS0202,Rain Gauge,2024-12-22 09:57:29,39.371,38.495,Critical,0.825,1.92,0.333,-32.9,Manual
3193,242,SNS0242,Seismograph,2018-10-07 02:03:57,19.841,20.114,Warning,0.887,1.0,1.808,30.3,4G
3194,235,SNS0235,Inclinometer,2023-05-23 08:48:39,75.585,72.101,Critical,0.972,0.38,0.716,-23.9,WiFi
3195,234,SNS0234,GNSS,2019-08-10 13:48:04,32.665,33.682,Warning,0.978,4.17,1.169,-9.9,Satellite
3196,124,SNS0124,Soil Moisture,2022-04-30 16:38:47,65.673,66.344,Normal,0.879,1.79,0.702,44.3,WiFi
3197,264,SNS0264,Rain Gauge,2019-06-26 19:42:30,32.025,31.576,Warning,0.949,2.93,1.062,-33.1,LoRa
3198,207,SNS0207,Crack Gauge,2021-10-26 09:39:03,21.383,21.737,Warning,0.824,1.78,1.08,44.7,Manual
3199,147,SNS0147,Rain Gauge,2018-10-07 10:32:57,10.268,10.264,Warning,0.897,2.48,0.523,9.5,WiFi
3200,59,SNS0059,Soil Moisture,2023-04-13 11:29:23,13.84,13.756,Normal,0.996,0.48,0.921,79.2,Manual
3201,229,SNS0229,Crack Gauge,2024-11-07 02:37:30,19.787,19.781,Fault,0.879,2.83,1.252,48.6,Satellite
3202,214,SNS0214,Rain Gauge,2021-01-12 00:46:26,10.038,9.748,Warning,0.879,2.24,1.744,20.5,Manual
3203,139,SNS0139,Inclinometer,2020-11-21 22:39:00,69.475,68.952,Normal,0.821,3.42,0.713,62.0,WiFi
3204,42,SNS0042,GNSS,2022-11-30 14:45:57,47.214,46.17,Normal,0.855,3.01,0.714,40.0,WiFi
3205,248,SNS0248,Extensometer,2021-08-11 00:01:14,74.428,75.968,Normal,0.807,0.58,1.199,45.9,LoRa
3206,90,SNS0090,Extensometer,2018-07-20 02:07:52,67.63,70.928,Normal,0.844,2.86,1.164,-21.1,LoRa
3207,35,SNS0035,Accelerometer,2024-10-16 02:00:49,85.579,88.27,Warning,0.806,0.75,1.792,-4.8,LoRa
3208,175,SNS0175,Seismograph,2021-06-05 15:46:07,14.297,14.848,Normal,0.919,4.21,0.467,11.4,Manual
3209,126,SNS0126,Soil Moisture,2022-09-05 18:59:23,91.589,92.964,Fault,0.935,0.94,1.512,47.8,4G
3210,44,SNS0044,Soil Moisture,2022-02-01 20:25:37,86.804,89.701,Normal,0.863,3.69,1.343,44.3,LoRa
3211,113,SNS0113,Soil Moisture,2020-07-15 17:28:59,14.175,14.432,Fault,0.968,4.09,1.663,29.7,4G
3212,4,SNS0004,Accelerometer,2024-04-05 16:44:57,46.201,47.252,Critical,0.966,4.3,0.001,59.8,LoRa
3213,128,SNS0128,Accelerometer,2020-05-21 18:50:11,83.518,82.671,Warning,0.912,0.28,0.168,63.5,4G
3214,216,SNS0216,Inclinometer,2019-04-12 12:41:42,12.421,12.003,Warning,0.982,3.17,0.756,4.8,WiFi
3215,150,SNS0150,Tiltmeter,2023-04-14 10:27:55,24.88,24.485,Fault,0.856,2.55,0.387,31.9,LoRa
3216,236,SNS0236,Tiltmeter,2024-10-13 14:18:03,89.365,86.244,Fault,0.872,1.69,0.15,50.6,LoRa
3217,169,SNS0169,Extensometer,2024-03-04 20:09:10,85.331,88.646,Fault,0.932,1.61,0.945,-38.3,4G
3218,85,SNS0085,GNSS,2023-08-05 04:39:57,40.783,40.154,Warning,0.989,1.57,1.908,64.9,Manual
3219,201,SNS0201,Soil Moisture,2024-01-16 05:57:26,67.133,69.933,Normal,0.943,3.9,1.689,-29.6,Satellite
3220,56,SNS0056,Accelerometer,2023-06-29 05:58:32,67.709,66.315,Critical,0.863,1.16,0.124,-8.4,WiFi
3221,39,SNS0039,Crack Gauge,2023-11-07 16:39:50,19.013,18.622,Critical,0.882,2.13,0.291,14.5,LoRa
3222,212,SNS0212,Rain Gauge,2021-03-14 04:14:50,40.091,39.8,Fault,0.857,0.28,0.986,-8.1,WiFi
3223,275,SNS0275,Tiltmeter,2018-10-07 21:12:12,2.6,2.521,Normal,0.828,4.95,0.139,55.6,Manual
3224,126,SNS0126,Soil Moisture,2023-04-05 03:14:36,34.698,35.545,Normal,0.976,1.43,0.439,8.0,LoRa
3225,203,SNS0203,Extensometer,2019-05-15 21:23:18,95.37,91.591,Critical,0.877,4.24,0.887,30.8,LoRa
3226,263,SNS0263,Crack Gauge,2019-01-25 20:32:06,43.815,41.976,Warning,0.88,3.23,1.174,10.2,Satellite
3227,69,SNS0069,Extensometer,2018-04-26 15:28:21,92.262,92.91,Critical,0.97,2.76,1.045,-16.6,Manual
3228,110,SNS0110,Crack Gauge,2020-07-14 01:17:20,31.887,32.885,Warning,0.992,4.46,0.345,1.4,LoRa
3229,257,SNS0257,Extensometer,2022-05-04 08:19:57,88.251,84.998,Normal,0.902,3.13,1.175,59.6,LoRa
3230,120,SNS0120,Accelerometer,2021-11-21 06:21:14,66.305,63.64,Fault,0.977,3.51,1.839,-23.9,Satellite
3231,24,SNS0024,Inclinometer,2021-03-16 02:39:31,42.935,43.544,Warning,0.802,4.95,1.889,54.5,WiFi
3232,267,SNS0267,Accelerometer,2018-05-29 23:29:36,90.465,93.013,Critical,0.999,4.06,0.807,50.6,Satellite
3233,142,SNS0142,GNSS,2022-04-05 21:40:06,86.089,88.353,Normal,0.99,1.24,1.605,36.2,4G
3234,222,SNS0222,Accelerometer,2021-01-12 06:34:07,5.262,5.066,Normal,0.837,4.1,0.535,79.2,4G
3235,174,SNS0174,Rain Gauge,2024-04-17 15:34:40,34.585,33.09,Normal,0.907,1.46,0.817,4.9,Satellite
3236,252,SNS0252,Soil Moisture,2022-12-23 03:17:54,90.786,93.863,Warning,0.833,3.19,0.19,32.0,WiFi
3237,223,SNS0223,Extensometer,2020-02-07 23:05:15,65.058,67.104,Normal,0.819,1.63,1.521,69.6,Manual
3238,81,SNS0081,Tiltmeter,2021-03-11 09:40:32,36.078,37.453,Critical,0.83,1.78,1.104,47.7,Manual
3239,170,SNS0170,Tiltmeter,2019-05-03 19:08:06,47.498,47.937,Normal,0.937,0.44,1.469,68.8,Manual
3240,208,SNS0208,Rain Gauge,2021-07-31 17:29:32,78.027,75.081,Fault,0.933,2.51,1.147,48.4,Satellite
3241,274,SNS0274,Soil Moisture,2024-07-09 07:41:41,56.483,58.362,Fault,0.992,3.14,1.09,32.3,LoRa
3242,215,SNS0215,Piezometer,2018-02-11 03:38:53,94.772,90.907,Fault,0.963,2.15,1.532,-39.0,LoRa
3243,41,SNS0041,Crack Gauge,2019-07-13 02:36:59,84.551,81.613,Warning,0.903,1.84,0.332,66.9,Satellite
3244,60,SNS0060,Seismograph,2024-03-15 14:38:12,50.193,48.275,Critical,0.857,2.31,0.282,24.2,4G
3245,275,SNS0275,Tiltmeter,2024-02-14 18:33:16,69.224,66.874,Critical,0.883,4.65,0.805,-2.5,Manual
3246,123,SNS0123,Rain Gauge,2022-07-06 08:51:35,60.313,59.357,Warning,0.836,2.36,1.192,7.8,Manual
3247,66,SNS0066,Crack Gauge,2019-08-21 20:28:36,96.942,95.7,Critical,0.952,4.61,1.406,-5.9,4G
3248,28,SNS0028,GNSS,2023-03-31 12:50:36,8.992,9.09,Critical,0.892,0.93,1.963,-8.3,LoRa
3249,105,SNS0105,Crack Gauge,2019-11-03 05:54:43,12.113,11.525,Warning,0.893,4.69,1.528,11.9,Satellite
3250,68,SNS0068,Extensometer,2019-10-24 19:34:12,52.497,53.308,Critical,0.859,4.86,1.505,45.8,WiFi
3251,264,SNS0264,Rain Gauge,2023-05-04 14:50:01,48.219,48.913,Normal,0.971,2.22,0.905,-39.4,4G
3252,141,SNS0141,Crack Gauge,2020-11-02 12:35:40,67.379,67.116,Fault,0.858,2.19,1.318,30.4,Satellite
3253,166,SNS0166,Inclinometer,2018-06-09 01:02:04,87.369,90.54,Fault,0.98,3.16,0.715,21.8,Manual
3254,93,SNS0093,Seismograph,2024-07-24 09:45:04,21.654,22.62,Fault,0.816,2.09,0.194,51.8,WiFi
3255,260,SNS0260,Piezometer,2020-12-26 07:25:18,67.806,65.496,Critical,0.972,0.86,1.054,-29.6,Manual
3256,178,SNS0178,Rain Gauge,2018-06-01 05:46:56,58.484,56.39,Warning,0.878,4.75,0.283,26.2,LoRa
3257,256,SNS0256,Seismograph,2023-06-07 10:33:53,17.252,16.523,Critical,0.969,0.34,1.524,40.8,Satellite
3258,30,SNS0030,Piezometer,2019-01-09 04:05:38,52.813,51.803,Normal,0.839,2.31,0.492,47.6,LoRa
3259,170,SNS0170,Tiltmeter,2023-06-16 15:05:03,90.529,88.155,Fault,0.984,4.89,0.641,47.5,4G
3260,185,SNS0185,Extensometer,2023-12-14 16:20:57,13.865,13.381,Warning,0.879,0.25,1.298,75.3,LoRa
3261,203,SNS0203,Extensometer,2021-08-30 13:11:02,96.879,94.621,Fault,0.818,1.56,0.781,25.3,WiFi
3262,242,SNS0242,Seismograph,2020-06-15 09:32:21,86.054,86.26,Normal,0.949,4.59,1.014,18.9,LoRa
3263,162,SNS0162,Piezometer,2022-05-30 03:28:02,51.962,50.046,Warning,0.803,3.18,1.903,42.1,LoRa
3264,100,SNS0100,Rain Gauge,2022-06-04 16:37:20,50.707,48.633,Normal,0.898,1.28,0.403,-24.6,Satellite
3265,280,SNS0280,Soil Moisture,2021-05-12 01:09:21,15.854,15.255,Fault,0.824,1.19,0.048,69.8,Manual
3266,286,SNS0286,Soil Moisture,2019-10-16 19:58:35,63.881,65.983,Critical,0.942,1.41,1.38,-21.7,Satellite
3267,93,SNS0093,Seismograph,2021-05-15 12:38:26,58.454,59.104,Fault,0.983,3.06,0.018,42.3,Manual
3268,228,SNS0228,Inclinometer,2021-07-01 13:09:53,56.529,58.257,Fault,0.856,4.61,1.204,6.0,Manual
3269,291,SNS0291,Inclinometer,2019-10-15 15:34:40,13.415,13.3,Critical,0.937,2.98,0.56,8.7,4G
3270,176,SNS0176,Extensometer,2023-10-31 08:29:52,19.938,20.732,Critical,0.995,0.8,1.47,68.0,WiFi
3271,137,SNS0137,Rain Gauge,2021-05-30 12:26:55,11.276,11.286,Normal,0.887,4.6,1.527,4.3,4G
3272,209,SNS0209,Soil Moisture,2024-12-27 05:16:15,45.127,45.529,Warning,0.869,1.73,0.323,53.3,LoRa
3273,253,SNS0253,Inclinometer,2018-03-23 22:05:36,71.439,72.577,Fault,0.906,2.42,0.725,61.2,4G
3274,232,SNS0232,Accelerometer,2018-12-19 13:40:11,5.715,5.743,Critical,0.884,2.68,0.655,60.4,4G
3275,34,SNS0034,Accelerometer,2018-05-21 08:05:59,5.85,5.738,Normal,0.905,1.33,0.774,-21.1,Satellite
3276,220,SNS0220,Inclinometer,2024-11-17 04:18:04,41.608,39.615,Critical,0.8,0.27,1.868,46.1,Manual
3277,284,SNS0284,Rain Gauge,2024-01-26 02:06:55,67.491,69.279,Critical,0.815,2.56,0.35,48.6,4G
3278,122,SNS0122,Tiltmeter,2023-10-30 03:00:25,13.427,12.835,Critical,0.999,2.37,0.373,-35.8,WiFi
3279,244,SNS0244,Inclinometer,2024-04-23 16:14:33,49.548,47.928,Normal,0.889,1.11,0.085,-37.9,WiFi
3280,260,SNS0260,Piezometer,2021-09-01 00:52:38,31.443,32.78,Warning,0.976,3.94,1.752,43.7,LoRa
3281,278,SNS0278,GNSS,2019-07-11 17:12:04,85.766,87.044,Critical,0.941,3.56,1.885,19.2,LoRa
3282,138,SNS0138,Crack Gauge,2023-11-24 09:04:07,40.441,40.865,Warning,0.939,3.94,1.026,65.9,LoRa
3283,280,SNS0280,Soil Moisture,2019-03-01 16:20:38,41.764,41.086,Normal,0.985,1.38,1.555,37.8,WiFi
3284,266,SNS0266,Soil Moisture,2018-01-28 13:49:43,24.588,25.145,Critical,0.838,2.8,0.212,50.4,Manual
3285,121,SNS0121,Extensometer,2022-02-26 10:27:48,69.787,69.189,Critical,0.903,2.33,1.141,-20.7,WiFi
3286,218,SNS0218,Inclinometer,2019-06-26 02:02:39,59.125,60.013,Critical,0.865,4.33,0.309,35.2,WiFi
3287,240,SNS0240,Extensometer,2024-02-28 08:11:55,10.47,10.595,Normal,0.909,4.6,0.267,-1.8,Satellite
3288,96,SNS0096,GNSS,2021-03-03 17:28:02,9.941,10.312,Warning,0.909,2.31,0.305,47.2,Satellite
3289,56,SNS0056,Accelerometer,2018-09-11 21:46:22,66.939,69.343,Warning,0.824,2.98,1.036,42.4,LoRa
3290,185,SNS0185,Extensometer,2018-12-02 02:46:12,76.817,79.561,Critical,0.945,0.42,0.295,-2.1,WiFi
3291,264,SNS0264,Rain Gauge,2020-09-21 23:24:40,0.965,0.93,Fault,0.968,1.09,0.499,18.2,Satellite
3292,135,SNS0135,Inclinometer,2020-09-14 01:57:17,9.596,9.281,Warning,0.912,2.26,0.566,43.8,Manual
3293,4,SNS0004,Accelerometer,2023-02-18 23:59:29,1.819,1.791,Fault,0.965,1.77,1.12,-7.1,WiFi
3294,270,SNS0270,Rain Gauge,2024-11-30 09:11:37,7.131,7.288,Fault,0.965,2.59,0.017,-19.0,Satellite
3295,29,SNS0029,Crack Gauge,2019-09-23 02:51:34,94.218,91.34,Critical,0.909,3.75,0.795,73.4,WiFi
3296,149,SNS0149,Soil Moisture,2023-06-06 01:22:49,58.866,58.022,Warning,0.954,2.78,1.459,-6.8,Manual
3297,16,SNS0016,Crack Gauge,2018-06-21 04:32:55,74.19,72.995,Normal,0.815,2.0,0.87,45.0,Satellite
3298,64,SNS0064,Seismograph,2020-08-30 23:10:19,39.707,38.107,Fault,0.854,0.79,1.696,39.1,LoRa
3299,265,SNS0265,Inclinometer,2022-12-25 14:52:46,53.417,52.505,Warning,0.882,1.9,0.379,22.5,LoRa
3300,180,SNS0180,Inclinometer,2020-06-11 22:19:55,66.929,65.529,Normal,0.97,1.94,0.693,49.3,Manual
3301,17,SNS0017,Accelerometer,2018-10-17 15:12:04,56.83,58.084,Warning,0.885,2.94,0.598,-23.5,LoRa
3302,166,SNS0166,Inclinometer,2021-06-05 10:53:34,34.659,33.646,Normal,0.924,2.08,0.866,1.9,WiFi
3303,103,SNS0103,Crack Gauge,2020-02-11 13:13:24,91.828,91.356,Normal,0.803,1.48,0.659,62.3,4G
3304,209,SNS0209,Soil Moisture,2024-12-23 13:05:00,45.033,45.07,Warning,0.939,0.5,0.705,17.1,Manual
3305,26,SNS0026,Rain Gauge,2018-08-03 08:59:39,10.948,11.318,Normal,0.815,0.5,0.373,24.6,LoRa
3306,205,SNS0205,Piezometer,2022-10-04 13:40:34,69.986,69.319,Fault,0.817,0.76,0.731,35.8,LoRa
3307,119,SNS0119,Inclinometer,2021-08-16 01:09:31,67.57,68.716,Warning,0.937,0.63,1.255,18.0,Satellite
3308,187,SNS0187,Crack Gauge,2021-03-23 07:03:32,72.672,72.67,Fault,0.925,0.2,0.359,14.7,Satellite
3309,257,SNS0257,Extensometer,2022-01-07 06:51:36,75.682,76.736,Warning,0.887,0.46,1.612,6.0,Manual
3310,22,SNS0022,Piezometer,2020-08-29 21:50:06,84.265,83.645,Warning,0.972,2.0,1.565,45.3,WiFi
3311,114,SNS0114,Piezometer,2019-01-25 12:54:41,16.472,15.661,Critical,0.915,2.77,0.572,72.5,LoRa
3312,53,SNS0053,Accelerometer,2022-08-30 14:55:45,53.701,55.949,Warning,0.87,2.94,1.709,43.1,WiFi
3313,23,SNS0023,Rain Gauge,2020-12-07 18:27:31,62.963,62.575,Normal,0.892,1.14,1.659,7.8,4G
3314,231,SNS0231,Rain Gauge,2020-02-15 18:48:10,68.466,68.811,Warning,0.951,4.52,0.203,58.2,WiFi
3315,214,SNS0214,Rain Gauge,2024-02-05 18:54:37,92.169,92.485,Warning,0.919,1.39,1.639,47.0,Manual
3316,235,SNS0235,Inclinometer,2024-06-11 09:10:45,29.269,30.678,Normal,0.987,2.93,0.663,45.9,Satellite
3317,33,SNS0033,Extensometer,2020-09-26 18:33:23,2.855,2.925,Warning,0.83,4.09,1.262,53.3,LoRa
3318,179,SNS0179,Crack Gauge,2020-03-04 15:28:11,52.234,49.682,Critical,0.924,0.22,1.588,-5.7,LoRa
3319,23,SNS0023,Rain Gauge,2023-11-03 10:26:24,8.484,8.382,Normal,0.933,3.52,0.533,68.9,LoRa
3320,237,SNS0237,Inclinometer,2020-11-16 19:43:09,95.841,92.341,Critical,0.906,3.4,0.224,77.1,4G
3321,75,SNS0075,GNSS,2020-06-16 12:34:04,1.013,0.999,Warning,0.971,3.17,1.681,6.6,Manual
3322,290,SNS0290,Extensometer,2023-09-19 23:40:56,43.678,42.046,Fault,0.918,1.52,1.269,-32.9,LoRa
