record_id,slope_id,district_id,datetime,stream_flow_cumec,water_table_depth_m,pore_pressure_kpa,seepage_rate_mm_day,groundwater_level_change_m,catchment_area_sq_m,runoff_coefficient,baseflow_index,stream_type,channel_gradient,infiltration_rate
684,194,8,2022-10-12 15:53:50,3502.4,2.88,76.2,5.81,-1.8,29520.0,67.3,97.45,None,165.2,0.691
685,14,37,2022-05-02 14:53:21,4671.4,8.62,20.8,3.68,-0.12,5714.0,13.8,57.6,Ephemeral,161.2,0.297
686,397,54,2018-10-18 01:28:09,1308.6,9.64,5.9,7.74,-0.88,5921.0,70.3,33.66,Perennial,194.6,0.359
687,165,26,2018-08-05 07:51:44,4898.0,8.77,49.7,11.09,-0.39,44822.0,0.7,25.07,Perennial,57.8,0.038
688,37,17,2024-02-14 12:11:59,2367.4,3.01,13.8,12.79,-1.77,38621.0,0.3,98.25,Seasonal,105.5,0.58
689,290,18,2018-03-23 15:31:00,3080.1,4.23,3.7,19.98,-1.14,47862.0,46.5,54.3,Seasonal,332.9,0.054
690,118,39,2024-04-07 06:15:35,184.3,7.02,12.8,11.45,1.76,37843.0,49.8,83.9,Ephemeral,41.1,0.671
691,251,21,2020-06-11 21:31:30,1702.6,2.88,71.2,0.01,6.06,25137.0,74.9,94.57,Ephemeral,496.0,0.536
692,386,9,2020-09-03 03:19:09,4261.4,8.42,59.9,14.36,6.22,7537.0,31.1,27.86,Perennial,213.7,0.083
693,467,57,2018-01-24 09:18:39,2023.4,5.24,49.7,3.83,2.99,10555.0,82.2,86.68,Perennial,388.6,0.785
694,174,33,2022-11-11 10:31:20,4136.0,3.95,17.4,19.41,5.89,13395.0,53.1,67.47,Perennial,36.1,0.396
695,348,34,2022-04-03 16:11:19,319.6,8.06,92.9,9.59,-0.07,8900.0,27.7,44.09,Ephemeral,195.3,0.263
696,470,7,2022-05-19 03:17:51,3213.6,1.34,11.9,16.84,-0.96,41742.0,4.0,32.91,Ephemeral,34.7,0.551
697,51,20,2018-09-03 20:24:01,4714.1,5.46,39.8,3.75,-1.49,30795.0,17.1,59.13,Perennial,116.4,0.906
698,146,5,2021-09-13 21:48:38,1039.2,0.72,72.9,11.59,1.64,23893.0,32.3,54.88,Perennial,231.7,0.187
699,283,10,2024-10-27 06:52:00,2409.9,0.34,62.9,3.34,2.4,44240.0,89.4,90.12,Perennial,222.7,0.012
700,180,62,2020-10-23 15:40:54,3438.4,9.65,50.8,1.5,5.68,40487.0,82.3,56.16,Ephemeral,251.1,0.616
701,437,26,2019-02-06 23:32:03,3575.0,4.59,59.7,14.48,3.31,8533.0,94.3,42.6,Seasonal,264.8,0.973
702,394,62,2019-02-08 14:56:45,3274.9,0.09,22.6,9.59,2.72,33487.0,58.1,31.91,None,488.4,0.448
703,411,33,2018-01-07 22:06:30,4444.3,8.42,92.7,18.38,9.27,33045.0,36.9,84.67,Seasonal,477.7,0.43
704,252,46,2022-12-15 08:48:03,1146.8,9.39,97.4,11.52,-1.45,16862.0,18.7,10.79,Seasonal,67.8,0.229
705,66,37,2019-08-26 00:00:18,4150.3,1.52,41.5,13.04,8.19,38427.0,23.3,70.37,Seasonal,269.4,0.291
706,52,54,2022-04-21 00:09:20,1614.5,1.97,50.8,6.98,0.73,18785.0,81.3,34.89,None,418.3,0.042
707,234,19,2023-07-28 07:41:35,4176.0,3.08,20.2,7.83,9.44,1169.0,69.9,21.6,Seasonal,473.7,0.798
708,458,31,2020-07-23 21:39:58,729.9,3.61,32.9,10.71,1.1,30360.0,60.1,26.45,Seasonal,452.1,0.994
709,109,47,2018-08-07 04:24:28,1387.2,7.92,94.0,15.87,2.81,6471.0,6.9,34.3,Seasonal,113.7,0.852
710,228,36,2023-12-01 17:45:09,2958.0,8.37,15.8,12.77,2.88,31201.0,68.9,84.74,Perennial,495.8,0.24
711,9,21,2020-05-13 22:26:37,2952.5,1.51,51.1,17.68,2.81,49892.0,64.4,13.95,Seasonal,172.0,0.227
712,115,9,2018-10-22 18:59:23,1017.8,4.7,32.7,3.41,1.14,9171.0,43.2,86.25,Perennial,307.9,0.36
713,153,27,2019-07-25 06:28:04,2829.9,2.19,23.0,1.69,9.88,48116.0,95.7,50.03,Seasonal,138.1,0.353
714,333,36,2019-09-23 20:16:20,2693.2,5.59,64.9,11.66,0.39,34875.0,1.2,27.82,Seasonal,396.0,0.457
715,171,46,2022-03-10 12:33:42,3728.5,9.11,46.9,14.69,9.15,33505.0,50.0,31.04,None,267.6,0.811
716,479,15,2019-05-17 06:27:42,1559.4,6.44,81.6,0.17,8.4,35734.0,49.1,50.6,Perennial,7.3,0.462
717,173,36,2024-02-25 14:58:42,4988.3,5.79,22.1,10.76,1.17,32165.0,25.7,2.79,Perennial,332.5,0.093
718,350,18,2024-03-10 17:08:31,4911.3,4.85,63.1,8.83,6.97,39149.0,82.7,35.41,None,462.5,0.503
719,238,31,2021-10-12 12:58:02,913.9,7.49,34.1,14.11,6.78,37218.0,14.3,90.64,Perennial,336.7,0.917
720,369,35,2021-05-29 02:03:20,2533.9,6.53,89.4,12.32,8.11,22524.0,87.6,14.73,Perennial,38.3,0.688
721,405,16,2018-07-11 04:23:46,4062.7,6.9,0.2,9.61,3.27,35300.0,90.6,31.25,Perennial,136.2,0.766
722,21,25,2019-06-26 09:53:24,30.8,9.53,20.5,10.82,3.85,39013.0,8.0,37.69,Ephemeral,153.5,0.938
723,385,6,2022-01-19 18:41:26,487.3,3.9,41.0,15.85,-0.56,2399.0,5.9,27.26,Perennial,446.0,0.737
724,268,58,2020-02-18 21:44:50,2727.7,8.18,18.0,16.89,9.2,20114.0,16.8,62.25,None,179.0,0.364
725,275,43,2019-08-17 01:13:34,2888.8,4.0,63.2,17.0,0.59,46620.0,68.8,44.08,Ephemeral,297.7,0.204
726,184,38,2019-05-03 03:15:44,3064.1,7.42,77.3,17.38,2.76,21580.0,22.2,96.05,Ephemeral,350.3,0.681
727,199,1,2023-08-28 09:41:19,3154.4,9.75,4.0,8.5,2.86,3415.0,88.0,39.05,None,195.6,0.864
728,311,5,2019-06-30 08:19:40,3581.6,6.39,68.1,13.14,7.29,43599.0,75.1,21.02,None,432.2,0.85
729,94,33,2021-07-23 14:08:46,164.0,3.42,28.4,18.43,-0.01,13062.0,75.8,73.32,Ephemeral,371.9,0.575
730,29,60,2022-09-10 22:50:46,3597.9,7.06,67.7,1.07,2.86,45956.0,53.7,94.86,None,350.1,0.042
731,57,1,2024-08-14 21:33:33,2670.1,3.12,68.8,8.12,7.14,21284.0,21.6,51.51,Seasonal,73.1,0.079
732,447,12,2020-01-17 11:32:35,381.4,1.38,92.2,1.44,5.85,17590.0,79.9,73.02,None,418.4,0.125
733,247,49,2019-09-26 21:22:04,3430.3,8.78,93.0,9.19,1.67,24796.0,57.0,68.88,Perennial,24.7,0.418
734,377,24,2023-09-14 15:21:12,21.6,7.71,0.3,9.32,-0.65,1057.0,44.8,61.13,None,220.4,0.233
735,216,25,2024-02-12 07:00:41,4206.6,1.79,77.4,13.54,4.46,46724.0,52.7,30.06,Perennial,346.0,0.731
736,365,43,2020-03-22 03:21:57,4535.2,1.95,92.5,6.13,2.09,42840.0,62.3,50.64,None,363.3,0.0
737,361,43,2020-09-15 03:58:11,2193.5,7.35,38.8,14.44,7.51,29688.0,60.5,30.4,None,157.1,0.681
738,45,11,2024-12-19 23:44:09,503.7,9.36,19.1,7.19,1.11,32034.0,98.4,52.11,None,150.9,0.789
739,141,24,2019-11-14 10:29:45,274.1,1.86,79.7,13.46,6.68,18495.0,24.0,26.83,Ephemeral,354.7,0.004
740,232,47,2022-10-08 09:22:32,3095.2,4.39,13.8,10.43,6.78,3096.0,26.1,75.34,Seasonal,354.7,0.869
741,420,62,2023-08-03 04:38:17,730.2,0.73,78.7,12.45,8.78,5846.0,96.3,61.87,None,433.7,0.955
742,216,25,2024-09-22 23:24:48,3677.7,0.91,33.0,9.13,4.81,262.0,18.5,64.88,Perennial,328.1,0.763
743,192,15,2019-12-25 18:14:21,1061.3,6.45,31.4,15.09,2.62,17339.0,74.0,62.75,Perennial,386.1,0.155
744,124,27,2023-08-15 01:13:07,3880.2,8.39,54.0,7.74,-0.65,43780.0,94.5,59.02,None,116.5,0.49
745,369,35,2024-09-25 17:02:49,2130.3,3.56,74.0,3.16,-1.42,35780.0,37.6,98.68,Ephemeral,184.0,0.307
746,308,8,2022-11-28 05:51:08,4894.2,4.96,10.8,0.08,1.32,4746.0,10.7,35.53,Perennial,30.3,0.4
747,373,44,2020-02-20 12:57:41,3315.1,9.91,73.3,19.0,-0.1,18076.0,47.9,82.48,Ephemeral,211.0,0.33
748,282,32,2024-03-24 01:10:13,2083.0,1.52,27.7,7.19,6.32,2641.0,17.2,75.52,Perennial,420.0,0.883
749,87,37,2018-09-14 13:15:18,4036.0,5.79,17.0,14.6,3.48,28781.0,42.6,52.39,Seasonal,196.0,0.777
750,240,19,2023-07-14 12:52:32,4270.8,0.08,98.0,10.53,0.76,17600.0,85.2,3.61,Perennial,245.8,0.326
751,476,22,2019-11-27 20:47:40,1410.2,8.5,23.1,1.73,3.82,49040.0,98.7,60.36,Ephemeral,0.4,0.148
752,31,57,2018-08-10 12:05:10,3280.9,1.48,75.6,1.24,1.8,39910.0,11.9,79.9,Seasonal,183.7,0.497
753,304,49,2021-03-11 22:54:29,2709.5,3.31,36.5,7.21,3.4,5520.0,69.8,6.33,Seasonal,495.9,0.425
754,150,17,2019-04-26 21:38:16,2485.1,1.21,71.1,0.2,6.02,27821.0,38.0,62.75,Perennial,5.4,0.268
755,458,31,2020-03-10 15:36:50,1733.4,1.82,14.7,19.51,2.05,42970.0,40.9,88.46,Perennial,386.8,0.849
756,454,19,2023-04-01 07:23:45,3246.3,6.13,92.4,15.7,4.04,40596.0,52.8,2.85,Ephemeral,181.4,0.177
757,363,8,2022-07-22 00:44:29,573.6,8.22,23.8,9.06,1.11,46090.0,86.8,0.55,None,446.6,0.768
758,470,7,2018-07-02 13:50:11,769.5,1.32,72.5,10.52,6.53,16909.0,93.9,60.28,None,413.5,0.922
759,354,36,2023-08-22 21:05:59,3130.7,9.91,35.1,4.33,4.95,40399.0,9.6,29.97,Seasonal,484.8,0.475
760,161,24,2020-08-19 03:02:41,3741.7,8.46,50.2,1.72,0.17,25843.0,95.7,58.62,None,490.2,0.823
761,305,51,2023-03-28 16:23:34,2431.9,6.8,33.0,19.48,-0.52,17925.0,4.9,1.54,None,216.4,0.036
762,180,62,2024-09-13 06:25:24,4583.7,7.52,32.1,19.12,3.71,42876.0,97.0,42.97,Seasonal,185.1,0.552
763,182,2,2024-04-29 09:24:56,1951.6,8.1,32.9,6.69,2.41,12840.0,36.8,15.93,Seasonal,184.8,0.883
764,481,6,2019-07-23 11:00:16,126.3,8.64,34.0,12.04,8.29,23705.0,68.0,2.15,None,227.5,0.441
765,172,39,2018-08-30 10:00:04,1474.0,9.49,79.8,6.98,6.01,30952.0,92.1,26.71,Ephemeral,112.5,0.318
766,261,20,2024-02-18 01:14:15,2254.2,3.27,13.3,8.03,3.76,21302.0,52.7,79.45,Ephemeral,300.8,0.168
767,323,27,2023-05-22 03:23:11,399.1,2.76,17.5,11.74,-0.01,8287.0,20.0,74.51,Seasonal,268.3,0.641
768,238,31,2020-01-29 06:12:36,1535.0,5.05,24.6,6.76,2.73,21518.0,20.6,67.41,Perennial,413.4,0.045
769,61,28,2021-04-24 16:47:18,1950.0,5.26,83.0,10.48,5.89,48039.0,65.3,69.53,Perennial,121.0,0.258
770,13,31,2024-01-28 13:13:50,2497.6,9.02,51.7,0.46,1.45,25905.0,31.5,18.36,Ephemeral,62.8,0.142
771,250,11,2020-12-29 11:59:29,4045.2,1.98,52.6,7.73,7.02,33587.0,23.6,33.61,Ephemeral,64.4,0.305
772,195,6,2019-10-16 21:13:04,2483.7,1.38,60.5,0.86,5.65,13146.0,23.2,58.85,Perennial,474.3,0.255
773,369,35,2024-02-25 23:37:21,2077.0,7.8,17.2,1.94,8.49,38374.0,53.1,45.51,Ephemeral,292.1,0.96
774,99,18,2023-01-17 06:17:48,3452.9,6.85,21.3,0.96,2.16,34209.0,25.4,6.71,Ephemeral,96.2,0.807
775,472,50,2022-11-15 12:33:14,4703.6,8.22,6.4,2.25,7.54,1798.0,23.7,89.22,Seasonal,139.6,0.916
776,143,27,2019-06-16 09:57:43,2793.4,4.41,59.0,16.32,9.46,32035.0,15.9,61.49,Perennial,76.6,0.121
777,91,53,2022-12-15 11:20:04,312.1,6.59,42.1,14.27,5.99,3430.0,74.9,4.8,None,21.2,0.458
778,111,24,2024-03-10 06:27:23,2593.8,7.83,75.1,13.11,2.82,10634.0,15.3,51.84,Ephemeral,248.3,0.021
779,4,19,2020-01-27 18:11:19,4782.2,4.92,54.0,17.76,0.02,29848.0,40.7,7.59,Ephemeral,18.2,0.319
780,51,20,2024-11-16 20:15:52,3827.1,8.57,25.6,3.5,6.08,23746.0,15.2,0.28,Seasonal,426.2,0.756
781,172,39,2020-03-02 13:50:52,4246.1,9.92,69.3,15.78,3.41,35805.0,60.1,9.91,Ephemeral,49.6,0.479
782,70,32,2023-08-20 09:51:37,2698.0,8.93,2.5,9.71,-1.27,35030.0,7.4,52.26,Perennial,359.8,0.924
783,424,17,2023-10-08 06:57:32,2082.0,2.64,51.7,18.59,1.52,41147.0,45.7,93.45,None,405.7,0.333
784,489,48,2020-05-31 18:05:51,2270.7,4.54,86.3,8.48,4.01,19425.0,72.6,68.87,Seasonal,249.3,0.857
785,214,18,2022-08-29 18:20:40,1013.8,4.34,39.7,0.24,4.08,27362.0,66.1,73.2,Perennial,334.6,0.79
786,99,18,2024-07-19 03:34:52,1089.5,5.85,78.3,2.65,7.44,11224.0,43.3,97.98,Ephemeral,434.5,0.592
787,374,13,2022-04-15 02:16:39,3856.4,3.71,66.3,7.18,0.42,18562.0,60.4,80.06,Ephemeral,244.3,0.13
788,433,62,2018-02-18 04:03:20,359.2,9.86,12.3,17.66,-1.11,30452.0,99.8,55.66,None,419.0,0.325
789,397,54,2020-12-05 12:23:30,15.2,0.93,9.7,11.21,8.4,29354.0,94.7,18.73,None,301.8,0.56
790,119,18,2018-03-30 16:04:54,1899.9,6.4,52.7,2.91,0.48,6951.0,60.8,61.96,Seasonal,280.8,0.201
791,343,43,2018-08-12 04:44:04,2236.9,3.96,31.9,15.15,-1.73,44143.0,20.6,71.35,Seasonal,403.4,0.202
792,101,61,2021-11-04 09:11:43,2902.6,5.57,12.1,3.06,5.23,20010.0,13.9,31.17,Perennial,378.6,0.51
793,221,23,2019-09-05 08:29:20,3653.2,6.75,65.6,4.88,8.86,14063.0,68.4,0.88,Seasonal,313.0,0.994
794,352,17,2020-06-20 23:54:13,1237.1,1.52,99.5,9.97,5.15,4849.0,6.1,48.56,Ephemeral,168.0,0.254
795,264,39,2024-09-19 00:51:22,524.2,4.93,66.0,16.27,3.82,5391.0,18.3,16.33,None,20.2,0.614
796,100,35,2020-08-31 07:45:50,2594.3,3.39,96.3,9.66,1.87,28657.0,53.6,65.67,Seasonal,168.9,0.492
797,448,12,2019-11-01 07:11:47,3948.2,2.79,90.7,1.32,7.54,47917.0,57.8,49.69,None,413.9,0.39
798,114,44,2019-02-21 23:09:46,3114.3,2.39,62.3,13.59,-1.52,17967.0,4.8,10.09,Ephemeral,170.4,0.693
799,425,4,2020-11-21 05:31:07,3433.4,1.11,25.8,5.6,6.38,39643.0,5.6,90.77,Ephemeral,109.5,0.825
800,447,12,2023-09-30 16:05:49,2051.4,3.65,55.8,17.88,0.21,32035.0,43.6,56.26,Ephemeral,31.1,0.829
801,273,23,2021-01-03 08:29:44,3155.0,8.5,17.4,2.29,0.18,37773.0,37.5,52.56,Seasonal,440.1,0.309
802,57,1,2024-05-24 08:50:27,399.5,8.57,32.3,19.39,-0.98,25421.0,64.9,37.88,Ephemeral,269.8,0.813
803,199,1,2023-08-02 22:19:17,2210.9,2.34,15.6,16.91,1.39,32806.0,5.8,38.28,Seasonal,80.7,0.586
804,110,13,2022-12-06 02:23:14,3678.5,5.14,61.3,17.05,0.47,37928.0,99.7,95.88,Perennial,83.2,0.793
805,143,27,2021-05-10 17:06:42,1269.3,1.22,10.9,19.95,1.63,30073.0,35.1,44.39,Ephemeral,87.1,0.493
806,331,24,2023-07-14 12:36:43,2722.3,9.73,77.7,8.15,-1.54,8717.0,66.9,86.29,Ephemeral,446.1,0.754
807,173,36,2018-08-12 23:56:51,2077.0,5.3,56.3,16.7,3.75,30522.0,70.4,10.02,Ephemeral,37.6,0.195
808,290,18,2019-04-01 11:12:16,212.8,7.34,10.2,5.15,0.75,3005.0,17.8,98.4,None,107.8,0.833
809,170,32,2020-11-27 21:42:20,1845.9,1.28,63.5,19.36,5.44,28700.0,72.2,98.46,Ephemeral,308.7,0.798
810,125,58,2020-08-11 09:57:00,1427.1,3.15,36.4,17.41,3.3,23151.0,24.7,88.57,Ephemeral,334.7,0.118
811,210,17,2023-05-09 01:12:56,2077.9,2.19,78.5,15.16,9.31,39664.0,91.5,75.85,Seasonal,489.2,0.663
812,150,17,2021-06-06 18:53:25,3090.2,7.76,47.1,11.77,8.51,508.0,0.8,30.21,Perennial,10.8,0.577
813,482,6,2022-05-09 15:38:09,4955.9,8.22,37.2,13.43,3.05,17779.0,80.8,49.76,Seasonal,84.9,0.503
814,397,54,2018-08-20 03:18:48,32.1,0.27,81.8,9.06,-0.73,27857.0,89.9,12.56,None,461.8,0.712
815,234,19,2021-07-16 04:13:34,2445.6,0.57,57.0,18.03,6.57,5139.0,70.7,55.56,Seasonal,180.0,0.019
816,151,43,2023-10-23 06:15:36,3150.1,0.31,14.2,5.35,-1.97,32672.0,44.5,14.97,None,469.0,0.476
817,348,34,2024-05-01 23:46:13,2836.8,6.45,97.2,3.36,1.73,23890.0,48.7,19.56,Ephemeral,56.0,0.622
818,23,48,2024-08-21 13:50:57,219.7,3.61,50.1,13.86,1.99,34466.0,15.2,21.46,None,19.1,0.162
819,40,32,2024-02-03 01:23:23,184.8,5.38,85.0,6.25,-1.21,17183.0,46.4,11.63,Perennial,498.8,0.574
820,261,20,2018-05-11 17:55:07,2889.2,7.44,41.7,3.96,1.82,16401.0,69.5,89.93,Perennial,2.6,0.34
821,381,58,2021-04-11 13:00:04,448.3,5.62,25.9,2.17,6.29,41655.0,71.9,12.77,None,154.4,0.902
822,263,37,2022-12-19 21:31:05,4815.7,0.21,82.2,19.66,7.13,23215.0,90.8,89.52,Seasonal,377.1,0.239
823,229,62,2020-08-30 08:40:27,2855.0,9.93,30.8,18.07,9.33,21834.0,49.9,27.74,None,79.0,0.652
824,86,16,2018-12-12 15:32:24,4133.0,0.21,21.6,9.7,9.69,7916.0,14.1,36.86,Seasonal,417.1,0.627
825,301,14,2019-06-18 12:20:11,737.1,5.42,19.4,19.03,8.67,27522.0,57.2,47.21,Ephemeral,498.2,0.785
826,238,31,2021-03-16 12:46:54,3610.5,7.75,48.9,7.39,-0.14,37588.0,76.3,35.92,Perennial,293.2,0.284
827,5,32,2024-02-19 21:11:57,22.5,7.16,60.5,18.49,0.69,41133.0,41.4,88.31,None,283.3,0.692
828,9,21,2019-11-28 20:25:07,1207.9,4.95,19.3,7.39,2.89,5918.0,49.2,53.77,Perennial,247.1,0.067
829,164,2,2021-12-31 23:33:22,2235.7,6.64,67.8,12.61,8.6,39168.0,16.4,21.97,Perennial,272.2,0.933
830,459,55,2023-03-26 22:52:38,4420.7,9.06,98.3,15.92,7.66,45569.0,34.5,31.56,None,33.9,0.909
831,302,59,2023-03-17 18:02:16,2531.3,0.66,85.8,10.52,7.64,48168.0,49.4,95.15,Seasonal,311.1,0.867
832,439,51,2022-02-02 09:46:59,113.5,6.36,23.4,12.83,1.31,23407.0,84.0,62.44,Perennial,41.0,0.77
833,228,36,2024-08-27 14:43:44,3749.8,1.18,7.4,18.47,4.47,10490.0,92.4,23.17,Ephemeral,91.3,0.786
834,316,9,2020-01-10 05:34:01,3313.2,7.79,94.5,7.03,9.37,41762.0,59.6,83.7,Seasonal,145.6,0.249
835,223,44,2023-07-17 08:32:31,1231.9,8.79,80.5,13.97,3.82,36032.0,20.9,50.86,None,355.6,0.545
836,325,10,2020-03-29 17:48:25,4514.0,7.56,76.2,17.49,5.06,8294.0,98.0,78.9,Seasonal,496.2,0.238
837,474,23,2020-04-29 08:00:56,1027.2,0.93,76.6,7.5,1.76,35854.0,53.7,17.96,Seasonal,370.0,0.583
838,2,16,2020-09-29 15:24:12,1448.4,7.14,13.3,10.28,3.83,23103.0,12.3,96.99,None,309.6,0.259
839,388,43,2021-10-12 12:53:22,3582.7,3.94,73.7,12.84,9.72,23174.0,8.9,93.59,Ephemeral,37.7,0.555
840,207,34,2024-04-14 14:35:11,3019.2,3.15,23.7,19.53,6.68,16285.0,82.3,2.9,Seasonal,131.8,0.742
841,219,16,2024-11-24 12:52:00,1731.5,9.72,74.8,5.15,-1.05,5118.0,63.5,61.7,Ephemeral,246.6,0.194
842,246,9,2023-03-09 19:02:17,4078.9,4.0,26.3,19.2,4.15,34841.0,84.5,76.36,Ephemeral,213.1,0.43
843,234,19,2024-09-11 16:25:23,3377.9,3.75,89.9,11.34,-0.49,25783.0,53.9,15.55,None,52.2,0.127
844,59,29,2020-07-30 04:18:05,4710.9,1.04,43.9,8.91,4.81,31411.0,15.3,85.17,None,252.2,0.152
845,92,15,2023-11-22 06:55:27,4303.8,3.16,79.9,13.32,3.17,30976.0,32.4,84.04,Ephemeral,322.3,0.052
846,251,21,2018-07-27 10:58:15,4026.0,0.37,46.3,2.33,4.31,159.0,43.7,35.32,None,313.4,0.98
847,439,51,2021-12-15 19:42:59,3771.4,7.95,18.5,17.13,2.64,36190.0,10.5,98.19,Perennial,145.2,0.301
848,189,17,2019-07-23 03:27:13,2850.2,1.85,57.9,4.93,4.74,19690.0,40.5,67.36,None,380.0,0.204
849,340,31,2018-07-01 14:35:28,2116.4,7.98,67.3,16.1,2.99,48888.0,79.8,40.71,None,440.0,0.056
850,383,6,2023-08-08 22:28:43,2874.1,9.64,18.7,7.4,9.96,12762.0,52.5,37.28,Ephemeral,466.5,0.599
851,144,5,2020-02-04 17:58:59,2439.7,1.95,32.6,1.41,3.37,37643.0,90.4,82.19,Ephemeral,220.1,0.569
852,84,9,2024-09-11 13:40:30,2249.9,3.01,30.4,18.1,1.56,20444.0,5.2,4.25,Perennial,118.0,0.155
853,201,13,2023-02-17 13:50:09,4738.9,4.41,8.5,1.09,8.86,17441.0,13.2,24.21,Seasonal,289.6,0.236
854,226,5,2023-01-26 03:25:37,4567.0,7.43,94.1,15.94,-0.62,3102.0,18.3,47.46,None,216.5,0.344
855,223,44,2021-03-24 06:37:12,2443.0,7.2,96.4,19.06,5.36,22072.0,7.1,6.54,Perennial,60.2,0.432
856,160,34,2019-05-21 09:54:56,16.1,7.98,46.1,5.83,8.71,26425.0,85.8,88.37,Seasonal,358.2,0.127
857,109,47,2023-01-18 08:14:15,3925.9,1.99,1.4,10.27,3.85,13173.0,62.2,23.36,Ephemeral,408.8,0.384
858,491,17,2023-03-30 00:03:44,396.6,5.54,95.7,16.01,-0.21,39656.0,18.4,75.95,Perennial,43.7,0.138
859,124,27,2019-08-02 14:06:38,634.2,5.46,68.6,8.46,3.6,24287.0,40.3,75.5,None,433.3,0.948
860,384,16,2024-05-11 11:32:35,3201.0,2.12,77.3,17.73,0.47,17297.0,0.3,19.86,Seasonal,498.8,0.695
861,292,43,2024-07-18 17:10:56,131.1,4.61,6.3,19.2,0.84,7760.0,46.5,25.0,None,255.5,0.821
862,410,11,2019-04-11 05:31:46,1263.1,7.47,92.5,3.05,3.15,26227.0,65.8,82.47,None,86.8,0.506
863,436,18,2022-08-24 08:56:17,4361.3,2.73,65.8,17.41,3.55,43818.0,71.1,36.49,Perennial,243.8,0.517
864,116,34,2024-08-30 04:36:19,4460.9,9.66,43.0,8.26,5.51,28750.0,11.9,34.46,Perennial,142.6,0.929
865,497,32,2020-11-24 20:26:57,2368.8,3.04,62.8,5.89,6.3,34940.0,38.1,57.11,Seasonal,204.2,0.728
866,141,24,2020-09-25 12:33:40,2658.8,3.77,26.6,4.21,0.64,39191.0,62.5,53.01,Ephemeral,315.0,0.433
867,174,33,2021-01-17 05:16:14,4708.1,6.37,54.1,16.91,3.24,2934.0,84.5,35.99,None,485.8,0.113
868,453,58,2024-10-17 02:04:15,428.1,6.04,86.6,16.08,2.05,43669.0,39.2,25.01,Perennial,407.8,0.371
869,399,2,2018-08-06 03:34:50,3547.1,8.35,14.6,1.9,0.65,14253.0,48.8,95.88,None,324.1,0.03
870,131,9,2020-05-21 23:59:11,1670.5,5.52,6.8,2.79,5.07,32503.0,51.8,30.96,Perennial,79.8,0.533
871,154,46,2022-10-10 05:54:00,4961.4,5.79,7.3,17.3,7.89,25064.0,23.2,78.52,None,409.7,0.291
872,291,54,2024-02-29 23:59:34,2825.6,0.46,4.9,10.2,7.01,35856.0,50.0,96.67,Ephemeral,328.0,0.349
873,18,60,2024-04-24 02:51:34,1452.1,4.61,1.8,14.5,9.01,33739.0,53.9,21.68,Perennial,84.6,0.437
874,2,16,2023-09-02 12:18:14,2114.9,5.84,4.8,11.59,-1.52,14183.0,53.8,69.52,Perennial,190.6,0.712
875,160,34,2018-03-18 12:26:13,1510.1,1.21,88.5,7.57,1.06,8620.0,31.5,44.83,Perennial,357.3,0.119
876,466,40,2023-03-28 17:41:36,4672.3,3.35,84.2,16.89,3.41,38112.0,43.8,57.77,Perennial,347.8,0.422
877,15,17,2024-01-06 19:49:28,2260.4,6.07,98.2,17.99,-1.21,39500.0,95.7,61.81,Ephemeral,36.4,0.071
878,117,50,2020-03-12 05:47:54,817.7,7.32,81.4,4.01,3.75,49350.0,68.0,52.1,Perennial,468.4,0.846
879,265,14,2019-01-19 11:44:01,4737.0,4.18,83.7,3.73,5.94,18653.0,54.0,40.09,Ephemeral,241.3,0.267
880,187,36,2018-08-18 11:40:40,2701.3,5.3,85.4,11.91,6.35,9153.0,30.5,6.14,None,35.1,0.716
881,444,1,2022-07-19 10:12:10,1078.0,5.6,12.4,5.58,9.01,30989.0,73.2,31.29,None,32.5,0.545
882,478,14,2020-10-25 03:07:57,2435.5,4.85,31.8,7.81,7.18,35047.0,24.6,70.72,Perennial,427.6,0.131
883,374,13,2021-12-31 09:36:49,4257.6,1.44,18.2,8.37,0.81,26576.0,99.6,49.96,Seasonal,141.5,0.635
884,478,14,2019-02-13 17:58:53,2735.4,1.2,0.6,2.3,4.92,38304.0,15.3,18.28,None,493.6,0.847
885,281,58,2021-03-19 12:24:21,3353.7,7.0,97.9,11.74,4.54,2116.0,67.7,97.68,Ephemeral,155.5,0.045
886,2,16,2024-02-11 05:53:32,3136.7,6.65,72.9,10.68,4.67,13675.0,38.9,92.09,Seasonal,291.2,0.519
887,326,3,2022-04-24 12:33:11,490.2,1.22,69.7,8.42,8.86,30782.0,8.4,13.86,Ephemeral,257.5,0.596
888,497,32,2021-09-25 09:48:20,2263.0,2.53,54.2,19.02,0.45,5288.0,2.8,20.73,Ephemeral,479.8,0.348
889,319,12,2024-04-28 17:06:18,4471.2,8.53,63.4,2.92,-1.44,41887.0,4.1,25.21,Ephemeral,367.9,0.907
890,323,27,2022-06-22 15:54:45,4549.2,1.03,50.8,18.66,5.38,19601.0,72.9,2.53,None,297.3,0.117
891,181,10,2020-12-28 15:21:14,4985.7,6.97,49.6,15.55,2.39,45723.0,37.8,87.58,Seasonal,401.6,0.959
892,136,46,2020-06-22 15:40:12,909.2,3.18,29.6,15.62,-0.58,20841.0,27.6,64.39,Seasonal,105.0,0.369
893,270,9,2018-05-22 09:18:52,406.7,0.74,44.0,16.69,7.21,2526.0,36.0,19.01,None,373.9,0.485
