image_id,state_id,district_id,acquisition_datetime,lat_nw,lon_nw,lat_ne,lon_ne,lat_se,lon_se,lat_sw,lon_sw,sensor,image_type,resolution_m,cloud_cover_pct,processing_level,filename,incidence_angle_deg
664,54,6,2024-11-28 17:43:04,29.41229,91.84423,29.51229,91.94423,29.51229,91.84423,29.41229,91.94423,RESOURCESAT-2,Optical,22.9,63.5,Analysis Ready,S2_000664.tif,4.42
665,61,8,2023-07-31 14:32:40,27.08217,90.15322,27.18217,90.25322,27.18217,90.15322,27.08217,90.25322,Sentinel-2A,Optical,12.6,25.1,Analysis Ready,S2_000665.tif,1.0
666,12,1,2024-12-01 19:09:33,26.8248,98.4508,26.9248,98.5508,26.9248,98.4508,26.8248,98.5508,Sentinel-2A,Optical,8.6,75.6,Raw,S2_000666.tif,0.51
667,56,7,2020-03-22 19:06:20,29.84477,97.55744,29.94477,97.65744,29.94477,97.55744,29.84477,97.65744,Sentinel-2B,Optical,19.0,30.7,Analysis Ready,S2_000667.tif,1.29
668,57,7,2020-08-30 02:34:52,23.87749,93.14352,23.97749,93.24352,23.97749,93.14352,23.87749,93.24352,RESOURCESAT-2,Optical,22.9,60.6,Preprocessed,S2_000668.tif,3.19
669,18,2,2022-11-20 15:10:55,28.75486,98.32527,28.85486,98.42527,28.85486,98.32527,28.75486,98.42527,RESOURCESAT-2,Optical,17.1,4.2,Analysis Ready,S2_000669.tif,3.59
670,2,1,2019-11-24 08:19:47,24.39121,91.43553,24.49121,91.53553,24.49121,91.43553,24.39121,91.53553,Sentinel-2B,Optical,28.3,89.4,Preprocessed,S2_000670.tif,1.8
671,19,2,2024-05-17 21:41:58,24.61604,96.28723,24.71604,96.38723,24.71604,96.28723,24.61604,96.38723,Sentinel-2A,Optical,17.4,32.2,Raw,S2_000671.tif,2.99
672,16,2,2021-01-23 07:33:14,23.29903,90.74334,23.39903,90.84334,23.39903,90.74334,23.29903,90.84334,Landsat-8,Optical,19.4,93.6,Raw,S2_000672.tif,2.97
673,1,1,2018-01-15 01:38:12,26.84201,90.50041,26.94201,90.60041,26.94201,90.50041,26.84201,90.60041,RESOURCESAT-2,Optical,16.7,62.1,Preprocessed,S2_000673.tif,1.79
674,11,1,2020-10-10 14:00:00,22.3661,91.34052,22.4661,91.44052,22.4661,91.34052,22.3661,91.44052,RESOURCESAT-2,Optical,28.7,44.6,Raw,S2_000674.tif,3.16
675,23,3,2022-07-12 01:08:50,27.88946,91.51089,27.98946,91.61089,27.98946,91.51089,27.88946,91.61089,Landsat-9,Optical,19.9,14.8,Raw,S2_000675.tif,4.95
676,1,1,2023-01-17 06:49:42,27.03084,90.599,27.13084,90.699,27.13084,90.599,27.03084,90.699,Landsat-9,Optical,28.4,29.1,Analysis Ready,S2_000676.tif,0.82
677,17,2,2020-11-06 16:54:55,24.00592,93.11375,24.10592,93.21375,24.10592,93.11375,24.00592,93.21375,RESOURCESAT-2,Optical,18.4,36.8,Analysis Ready,S2_000677.tif,0.74
678,40,5,2020-03-03 01:55:20,28.09825,97.99449,28.19825,98.09449,28.19825,97.99449,28.09825,98.09449,RESOURCESAT-2,Optical,6.8,11.6,Preprocessed,S2_000678.tif,3.52
679,39,4,2020-07-11 09:02:45,27.67644,91.00484,27.77644,91.10484,27.77644,91.00484,27.67644,91.10484,Sentinel-2B,Optical,27.5,30.8,Raw,S2_000679.tif,1.69
680,4,1,2018-12-10 03:37:54,26.82659,89.91742,26.92659,90.01742,26.92659,89.91742,26.82659,90.01742,Sentinel-2A,Optical,29.8,54.1,Raw,S2_000680.tif,1.54
681,48,6,2019-01-16 19:16:15,26.7888,95.05543,26.8888,95.15543,26.8888,95.05543,26.7888,95.15543,Sentinel-1B,SAR,25.1,72.8,Analysis Ready,S2_000681.tif,4.67
682,24,3,2024-01-04 07:45:58,23.83202,99.3503,23.93202,99.4503,23.93202,99.3503,23.83202,99.4503,Sentinel-2A,Optical,21.8,87.3,Raw,S2_000682.tif,2.07
683,5,1,2020-10-07 07:25:25,23.39892,95.53935,23.49892,95.63935,23.49892,95.53935,23.39892,95.63935,Sentinel-1A,SAR,14.0,77.2,Raw,S2_000683.tif,4.93
684,58,7,2021-06-12 15:54:30,27.02287,93.93886,27.12287,94.03886,27.12287,93.93886,27.02287,94.03886,Landsat-9,Optical,12.9,74.7,Preprocessed,S2_000684.tif,2.97
685,27,3,2020-07-04 21:35:22,25.57727,90.90087,25.67727,91.00087,25.67727,90.90087,25.57727,91.00087,Sentinel-2A,Optical,18.8,45.9,Preprocessed,S2_000685.tif,3.12
686,30,3,2024-06-25 20:24:01,26.1492,92.5244,26.2492,92.6244,26.2492,92.5244,26.1492,92.6244,Sentinel-1B,SAR,22.8,1.3,Raw,S2_000686.tif,4.52
687,23,3,2023-11-11 18:57:04,27.36004,91.95999,27.46004,92.05999,27.46004,91.95999,27.36004,92.05999,Sentinel-2B,Optical,11.5,20.0,Analysis Ready,S2_000687.tif,1.24
688,19,2,2019-01-10 18:17:28,24.45254,96.22829,24.55254,96.32829,24.55254,96.22829,24.45254,96.32829,Sentinel-1B,SAR,21.3,97.7,Analysis Ready,S2_000688.tif,4.54
689,27,3,2019-07-23 13:46:04,25.16535,90.37993,25.26535,90.47993,25.26535,90.37993,25.16535,90.47993,Sentinel-1B,SAR,18.7,72.3,Analysis Ready,S2_000689.tif,4.67
690,55,7,2024-03-14 21:55:45,28.92215,94.30398,29.02215,94.40398,29.02215,94.30398,28.92215,94.40398,Sentinel-1B,SAR,18.2,21.5,Preprocessed,S2_000690.tif,1.23
691,22,2,2019-10-10 07:26:44,22.84493,96.12981,22.94493,96.22981,22.94493,96.12981,22.84493,96.22981,Sentinel-2B,Optical,27.7,57.7,Analysis Ready,S2_000691.tif,4.42
692,19,2,2018-10-31 06:02:55,24.41645,96.04732,24.51645,96.14732,24.51645,96.04732,24.41645,96.14732,Landsat-9,Optical,8.1,68.1,Analysis Ready,S2_000692.tif,2.1
693,20,2,2021-11-09 20:36:47,23.66659,93.24145,23.76659,93.34145,23.76659,93.24145,23.66659,93.34145,Sentinel-1B,SAR,19.7,82.6,Raw,S2_000693.tif,4.57
694,17,2,2023-03-21 02:59:09,23.98122,92.48968,24.08122,92.58968,24.08122,92.48968,23.98122,92.58968,Sentinel-2B,Optical,12.4,79.4,Analysis Ready,S2_000694.tif,2.76
695,5,1,2019-08-28 12:48:45,23.78539,95.02424,23.88539,95.12424,23.88539,95.02424,23.78539,95.12424,Landsat-9,Optical,14.1,33.1,Raw,S2_000695.tif,2.89
696,6,1,2018-11-10 06:17:43,26.7921,97.41493,26.8921,97.51493,26.8921,97.41493,26.7921,97.51493,Landsat-8,Optical,14.1,23.6,Preprocessed,S2_000696.tif,4.92
697,58,7,2022-05-06 19:20:39,27.15688,94.01964,27.25688,94.11964,27.25688,94.01964,27.15688,94.11964,Sentinel-1B,SAR,7.2,54.8,Raw,S2_000697.tif,0.43
698,1,1,2018-09-08 15:34:06,27.46574,90.54042,27.56574,90.64042,27.56574,90.54042,27.46574,90.64042,Landsat-9,Optical,7.1,94.6,Preprocessed,S2_000698.tif,0.18
699,3,1,2024-11-08 00:25:41,27.58927,98.65798,27.68927,98.75798,27.68927,98.65798,27.58927,98.75798,Landsat-9,Optical,3.7,55.5,Raw,S2_000699.tif,0.26
700,1,1,2020-10-02 12:34:01,26.99626,90.26425,27.09626,90.36425,27.09626,90.26425,26.99626,90.36425,Sentinel-2B,Optical,19.2,37.7,Analysis Ready,S2_000700.tif,4.89
701,37,4,2019-01-09 11:06:10,27.25541,94.47662,27.35541,94.57662,27.35541,94.47662,27.25541,94.57662,Sentinel-2A,Optical,19.5,65.2,Analysis Ready,S2_000701.tif,1.85
702,43,5,2024-04-26 19:01:34,29.55105,97.87265,29.65105,97.97265,29.65105,97.87265,29.55105,97.97265,Sentinel-2B,Optical,22.9,77.6,Analysis Ready,S2_000702.tif,1.78
703,7,1,2024-05-25 06:28:35,26.8157,92.27936,26.9157,92.37936,26.9157,92.27936,26.8157,92.37936,Sentinel-2B,Optical,17.2,66.2,Analysis Ready,S2_000703.tif,3.82
704,60,8,2020-03-22 18:59:41,24.57471,95.92526,24.67471,96.02526,24.67471,95.92526,24.57471,96.02526,Sentinel-1A,SAR,8.4,51.6,Raw,S2_000704.tif,1.35
705,31,3,2021-01-13 22:32:25,28.06438,95.05979,28.16438,95.15979,28.16438,95.05979,28.06438,95.15979,Sentinel-2A,Optical,8.7,69.0,Raw,S2_000705.tif,4.4
706,34,4,2023-07-09 13:32:26,25.68203,97.48363,25.78203,97.58363,25.78203,97.48363,25.68203,97.58363,Landsat-8,Optical,10.0,92.3,Analysis Ready,S2_000706.tif,2.64
707,16,2,2021-09-08 12:27:29,23.26023,91.12793,23.36023,91.22793,23.36023,91.12793,23.26023,91.22793,Landsat-9,Optical,6.9,64.5,Preprocessed,S2_000707.tif,2.22
708,36,4,2021-06-15 23:34:04,25.38881,90.44986,25.48881,90.54986,25.48881,90.44986,25.38881,90.54986,Sentinel-2B,Optical,16.5,66.2,Raw,S2_000708.tif,4.2
709,4,1,2023-12-07 08:40:56,27.12811,90.24616,27.22811,90.34616,27.22811,90.24616,27.12811,90.34616,Landsat-9,Optical,3.0,35.1,Preprocessed,S2_000709.tif,4.18
710,8,1,2019-03-16 11:27:53,23.91726,98.63859,24.01726,98.73859,24.01726,98.63859,23.91726,98.73859,Sentinel-2A,Optical,18.4,62.7,Analysis Ready,S2_000710.tif,4.01
711,18,2,2021-01-24 01:11:46,28.67136,98.52501,28.77136,98.62501,28.77136,98.52501,28.67136,98.62501,Landsat-8,Optical,14.5,71.4,Analysis Ready,S2_000711.tif,3.29
712,21,2,2020-05-08 10:04:28,24.1861,99.18286,24.2861,99.28286,24.2861,99.18286,24.1861,99.28286,Landsat-9,Optical,12.1,7.4,Raw,S2_000712.tif,3.06
713,25,3,2019-01-25 05:38:01,26.01144,97.04489,26.11144,97.14489,26.11144,97.04489,26.01144,97.14489,Sentinel-1B,SAR,12.1,81.9,Analysis Ready,S2_000713.tif,1.78
714,56,7,2018-05-12 01:18:36,29.48758,97.22011,29.58758,97.32011,29.58758,97.22011,29.48758,97.32011,Sentinel-1B,SAR,28.4,87.7,Raw,S2_000714.tif,4.59
715,20,2,2019-11-25 17:18:17,23.14756,93.6021,23.24756,93.7021,23.24756,93.6021,23.14756,93.7021,Landsat-9,Optical,11.9,68.9,Preprocessed,S2_000715.tif,3.92
716,23,3,2022-06-01 12:30:08,28.0413,91.86524,28.1413,91.96524,28.1413,91.86524,28.0413,91.96524,Landsat-9,Optical,5.5,62.6,Preprocessed,S2_000716.tif,1.83
717,46,5,2020-04-16 16:14:10,22.87972,97.26165,22.97972,97.36165,22.97972,97.26165,22.87972,97.36165,Sentinel-2B,Optical,17.6,44.9,Raw,S2_000717.tif,0.6
718,11,1,2020-12-25 12:07:17,22.87516,91.4396,22.97516,91.5396,22.97516,91.4396,22.87516,91.5396,Sentinel-2B,Optical,10.0,70.0,Preprocessed,S2_000718.tif,3.4
719,10,1,2024-12-22 00:24:21,24.04676,97.21956,24.14676,97.31956,24.14676,97.21956,24.04676,97.31956,Landsat-8,Optical,11.8,47.7,Preprocessed,S2_000719.tif,3.69
720,62,8,2021-05-27 06:13:49,27.20857,92.03139,27.30857,92.13139,27.30857,92.03139,27.20857,92.13139,Sentinel-1A,SAR,28.5,28.8,Analysis Ready,S2_000720.tif,2.54
721,44,5,2019-06-22 10:35:26,29.6274,98.76595,29.7274,98.86595,29.7274,98.76595,29.6274,98.86595,Sentinel-1B,SAR,27.6,18.1,Raw,S2_000721.tif,3.47
722,30,3,2024-03-14 22:26:42,25.7687,92.92931,25.8687,93.02931,25.8687,92.92931,25.7687,93.02931,Sentinel-1A,SAR,18.5,71.0,Preprocessed,S2_000722.tif,2.96
723,29,3,2020-12-16 23:34:07,26.46502,99.14402,26.56502,99.24402,26.56502,99.14402,26.46502,99.24402,Sentinel-1A,SAR,15.8,76.7,Analysis Ready,S2_000723.tif,0.78
724,8,1,2021-04-24 01:00:28,23.914,98.795,24.014,98.895,24.014,98.795,23.914,98.895,Landsat-8,Optical,19.5,95.2,Preprocessed,S2_000724.tif,2.03
725,23,3,2018-11-13 07:09:53,28.13639,91.86667,28.23639,91.96667,28.23639,91.86667,28.13639,91.96667,Landsat-8,Optical,27.9,93.2,Raw,S2_000725.tif,4.69
726,37,4,2024-04-11 23:10:36,27.00011,94.86598,27.10011,94.96598,27.10011,94.86598,27.00011,94.96598,Landsat-8,Optical,18.8,10.6,Analysis Ready,S2_000726.tif,1.26
727,28,3,2024-06-13 04:29:04,28.95921,93.27042,29.05921,93.37042,29.05921,93.27042,28.95921,93.37042,RESOURCESAT-2,Optical,20.1,25.2,Raw,S2_000727.tif,1.61
728,38,4,2018-04-23 23:25:16,30.22469,98.83318,30.32469,98.93318,30.32469,98.83318,30.22469,98.93318,Sentinel-1B,SAR,27.6,32.0,Preprocessed,S2_000728.tif,4.42
729,55,7,2024-01-02 05:58:45,29.07274,94.23429,29.17274,94.33429,29.17274,94.23429,29.07274,94.33429,Sentinel-2A,Optical,16.2,73.2,Preprocessed,S2_000729.tif,4.65
730,17,2,2021-02-08 23:43:05,23.59846,92.42553,23.69846,92.52553,23.69846,92.42553,23.59846,92.52553,Sentinel-2B,Optical,10.4,50.7,Analysis Ready,S2_000730.tif,4.2
731,52,6,2024-11-20 14:46:47,28.32024,99.43144,28.42024,99.53144,28.42024,99.43144,28.32024,99.53144,RESOURCESAT-2,Optical,24.9,85.7,Preprocessed,S2_000731.tif,3.38
732,24,3,2021-12-24 07:14:03,24.52988,99.05938,24.62988,99.15938,24.62988,99.05938,24.52988,99.15938,Landsat-8,Optical,17.6,32.5,Raw,S2_000732.tif,1.74
733,57,7,2018-04-03 21:25:35,23.54142,93.15022,23.64142,93.25022,23.64142,93.15022,23.54142,93.25022,Landsat-8,Optical,27.1,70.7,Raw,S2_000733.tif,3.75
734,38,4,2018-02-05 15:34:05,29.31449,99.04924,29.41449,99.14924,29.41449,99.04924,29.31449,99.14924,Landsat-8,Optical,12.4,50.5,Raw,S2_000734.tif,4.06
735,34,4,2018-11-24 19:35:08,26.24659,97.96629,26.34659,98.06629,26.34659,97.96629,26.24659,98.06629,Landsat-9,Optical,9.3,34.0,Preprocessed,S2_000735.tif,3.63
736,20,2,2019-12-31 09:20:32,22.93877,93.88036,23.03877,93.98036,23.03877,93.88036,22.93877,93.98036,Sentinel-2B,Optical,20.8,0.9,Analysis Ready,S2_000736.tif,0.28
737,12,1,2022-12-26 03:06:10,26.45494,98.46159,26.55494,98.56159,26.55494,98.46159,26.45494,98.56159,Sentinel-1A,SAR,19.2,60.9,Analysis Ready,S2_000737.tif,1.44
738,53,6,2020-04-22 05:41:35,28.31249,91.47361,28.41249,91.57361,28.41249,91.47361,28.31249,91.57361,Landsat-9,Optical,20.3,65.3,Raw,S2_000738.tif,4.56
739,16,2,2018-10-19 20:18:53,23.76071,90.50075,23.86071,90.60075,23.86071,90.50075,23.76071,90.60075,Sentinel-1B,SAR,20.2,43.4,Preprocessed,S2_000739.tif,0.3
740,12,1,2022-10-09 10:20:14,26.8859,98.32447,26.9859,98.42447,26.9859,98.32447,26.8859,98.42447,Landsat-8,Optical,15.2,52.7,Raw,S2_000740.tif,0.6
741,4,1,2024-12-01 16:54:58,26.90011,90.62993,27.00011,90.72993,27.00011,90.62993,26.90011,90.72993,Sentinel-1B,SAR,6.1,44.8,Preprocessed,S2_000741.tif,3.3
742,7,1,2024-04-14 01:34:06,26.81874,92.34597,26.91874,92.44597,26.91874,92.34597,26.81874,92.44597,Landsat-8,Optical,4.2,61.5,Raw,S2_000742.tif,3.19
743,23,3,2018-10-28 21:07:42,28.04029,91.51166,28.14029,91.61166,28.14029,91.51166,28.04029,91.61166,Sentinel-1B,SAR,21.6,34.4,Preprocessed,S2_000743.tif,2.97
744,27,3,2024-04-30 04:34:59,24.91687,90.35571,25.01687,90.45571,25.01687,90.35571,24.91687,90.45571,Sentinel-1A,SAR,10.5,73.0,Raw,S2_000744.tif,0.15
745,59,8,2018-06-07 09:06:54,25.83117,92.78388,25.93117,92.88388,25.93117,92.78388,25.83117,92.88388,Landsat-9,Optical,21.4,27.4,Analysis Ready,S2_000745.tif,3.58
746,27,3,2021-03-31 07:24:05,25.01872,90.59718,25.11872,90.69718,25.11872,90.59718,25.01872,90.69718,RESOURCESAT-2,Optical,12.7,25.1,Raw,S2_000746.tif,4.91
747,57,7,2020-10-22 23:42:17,23.36669,93.26179,23.46669,93.36179,23.46669,93.26179,23.36669,93.36179,Sentinel-1A,SAR,12.3,69.9,Analysis Ready,S2_000747.tif,2.08
748,31,3,2021-02-08 17:08:38,27.85618,95.43409,27.95618,95.53409,27.95618,95.43409,27.85618,95.53409,Sentinel-2B,Optical,5.1,61.2,Analysis Ready,S2_000748.tif,2.94
749,41,5,2018-12-25 02:38:46,22.97051,93.97306,23.07051,94.07306,23.07051,93.97306,22.97051,94.07306,Sentinel-1B,SAR,28.4,24.5,Preprocessed,S2_000749.tif,2.21
750,39,4,2021-11-11 03:32:32,27.33958,91.28347,27.43958,91.38347,27.43958,91.28347,27.33958,91.38347,Sentinel-2A,Optical,14.2,41.6,Preprocessed,S2_000750.tif,4.62
751,50,6,2018-08-29 11:55:43,23.58168,92.44396,23.68168,92.54396,23.68168,92.44396,23.58168,92.54396,RESOURCESAT-2,Optical,27.9,86.9,Raw,S2_000751.tif,3.37
752,35,4,2020-10-09 04:12:09,23.50306,91.40772,23.60306,91.50772,23.60306,91.40772,23.50306,91.50772,Sentinel-2A,Optical,27.3,88.5,Raw,S2_000752.tif,4.59
753,11,1,2022-04-26 19:46:23,22.91194,91.33083,23.01194,91.43083,23.01194,91.33083,22.91194,91.43083,Sentinel-1B,SAR,28.3,15.5,Preprocessed,S2_000753.tif,4.32
754,41,5,2020-05-05 09:04:09,22.47487,94.31756,22.57487,94.41756,22.57487,94.31756,22.47487,94.41756,RESOURCESAT-2,Optical,22.8,61.0,Raw,S2_000754.tif,0.48
755,1,1,2021-05-30 09:08:27,27.22759,90.29485,27.32759,90.39485,27.32759,90.29485,27.22759,90.39485,Sentinel-2A,Optical,10.2,71.0,Raw,S2_000755.tif,4.99
756,8,1,2024-01-08 07:05:19,23.73286,98.36163,23.83286,98.46163,23.83286,98.36163,23.73286,98.46163,Sentinel-1A,SAR,29.6,73.9,Raw,S2_000756.tif,1.07
757,24,3,2018-03-14 05:13:36,24.44876,99.60234,24.54876,99.70234,24.54876,99.60234,24.44876,99.70234,RESOURCESAT-2,Optical,6.7,73.1,Analysis Ready,S2_000757.tif,4.19
758,61,8,2019-02-26 09:58:16,26.89837,90.21723,26.99837,90.31723,26.99837,90.21723,26.89837,90.31723,Landsat-9,Optical,10.8,77.8,Analysis Ready,S2_000758.tif,2.61
759,50,6,2021-04-04 11:05:47,24.23938,91.91869,24.33938,92.01869,24.33938,91.91869,24.23938,92.01869,Sentinel-1A,SAR,20.1,10.7,Analysis Ready,S2_000759.tif,1.01
760,61,8,2023-12-30 08:50:49,26.60213,89.85677,26.70213,89.95677,26.70213,89.85677,26.60213,89.95677,Sentinel-2A,Optical,19.9,77.5,Preprocessed,S2_000760.tif,3.57
761,12,1,2018-01-19 17:37:39,27.04482,98.30533,27.14482,98.40533,27.14482,98.30533,27.04482,98.40533,Sentinel-2B,Optical,29.5,85.3,Analysis Ready,S2_000761.tif,0.44
762,24,3,2018-09-21 06:40:59,24.32061,99.19831,24.42061,99.29831,24.42061,99.19831,24.32061,99.29831,Sentinel-1B,SAR,3.9,98.7,Raw,S2_000762.tif,0.24
763,19,2,2022-09-20 03:22:22,24.42405,96.08921,24.52405,96.18921,24.52405,96.08921,24.42405,96.18921,Sentinel-2A,Optical,20.3,46.1,Raw,S2_000763.tif,1.95
764,10,1,2019-08-22 03:56:22,23.35523,98.05063,23.45523,98.15063,23.45523,98.05063,23.35523,98.15063,Sentinel-2A,Optical,3.2,15.7,Preprocessed,S2_000764.tif,0.21
765,28,3,2020-11-11 00:55:14,28.71349,93.08949,28.81349,93.18949,28.81349,93.08949,28.71349,93.18949,Landsat-8,Optical,13.0,71.8,Preprocessed,S2_000765.tif,1.4
766,59,8,2021-03-23 04:26:21,25.45418,92.55433,25.55418,92.65433,25.55418,92.55433,25.45418,92.65433,Sentinel-2B,Optical,8.9,63.1,Raw,S2_000766.tif,1.02
767,48,6,2023-02-24 10:26:29,27.13709,94.61744,27.23709,94.71744,27.23709,94.61744,27.13709,94.71744,Sentinel-1A,SAR,6.5,50.9,Raw,S2_000767.tif,4.31
768,21,2,2024-07-29 23:56:58,23.68975,99.21052,23.78975,99.31052,23.78975,99.21052,23.68975,99.31052,Sentinel-2B,Optical,8.4,18.3,Analysis Ready,S2_000768.tif,3.42
769,22,2,2020-04-22 03:00:47,22.67812,96.24462,22.77812,96.34462,22.77812,96.24462,22.67812,96.34462,RESOURCESAT-2,Optical,4.2,96.6,Preprocessed,S2_000769.tif,3.9
770,53,6,2021-12-28 22:23:16,27.62757,90.99306,27.72757,91.09306,27.72757,90.99306,27.62757,91.09306,Sentinel-1B,SAR,19.4,74.9,Raw,S2_000770.tif,3.83
771,5,1,2022-08-15 06:29:38,24.22801,94.97091,24.32801,95.07091,24.32801,94.97091,24.22801,95.07091,RESOURCESAT-2,Optical,6.4,66.1,Raw,S2_000771.tif,4.5
772,50,6,2022-05-31 18:08:45,23.68919,92.21166,23.78919,92.31166,23.78919,92.21166,23.68919,92.31166,Landsat-9,Optical,15.0,50.2,Analysis Ready,S2_000772.tif,3.81
773,54,6,2019-12-29 01:43:35,29.56219,91.72998,29.66219,91.82998,29.66219,91.72998,29.56219,91.82998,Sentinel-2A,Optical,18.3,81.3,Preprocessed,S2_000773.tif,3.67
774,50,6,2021-04-09 05:29:34,23.70223,92.02568,23.80223,92.12568,23.80223,92.02568,23.70223,92.12568,RESOURCESAT-2,Optical,20.6,14.0,Preprocessed,S2_000774.tif,2.56
775,31,3,2019-04-28 21:58:24,27.62012,95.80459,27.72012,95.90459,27.72012,95.80459,27.62012,95.90459,Landsat-9,Optical,19.2,48.1,Analysis Ready,S2_000775.tif,0.18
776,55,7,2021-12-13 09:29:42,28.60831,94.37238,28.70831,94.47238,28.70831,94.37238,28.60831,94.47238,Sentinel-2A,Optical,28.6,56.7,Analysis Ready,S2_000776.tif,2.27
777,2,1,2019-04-06 20:28:22,23.66017,91.1837,23.76017,91.2837,23.76017,91.1837,23.66017,91.2837,Sentinel-2B,Optical,27.5,69.9,Raw,S2_000777.tif,4.87
778,42,5,2020-03-04 12:38:22,21.56299,96.99762,21.66299,97.09762,21.66299,96.99762,21.56299,97.09762,Landsat-9,Optical,7.3,75.9,Raw,S2_000778.tif,3.67
779,2,1,2023-01-12 08:05:13,24.01066,91.06043,24.11066,91.16043,24.11066,91.06043,24.01066,91.16043,Sentinel-2A,Optical,7.6,52.6,Analysis Ready,S2_000779.tif,1.39
780,24,3,2022-09-05 16:01:28,23.84981,99.00323,23.94981,99.10323,23.94981,99.00323,23.84981,99.10323,Sentinel-1A,SAR,13.3,53.3,Analysis Ready,S2_000780.tif,4.71
781,51,6,2018-04-18 17:16:16,29.8661,91.29763,29.9661,91.39763,29.9661,91.29763,29.8661,91.39763,Sentinel-2B,Optical,16.2,42.7,Analysis Ready,S2_000781.tif,2.94
782,26,3,2022-09-19 23:22:20,24.30845,89.89833,24.40845,89.99833,24.40845,89.89833,24.30845,89.99833,Landsat-9,Optical,20.1,99.9,Analysis Ready,S2_000782.tif,1.91
783,26,3,2022-10-10 23:02:53,23.59549,89.86139,23.69549,89.96139,23.69549,89.86139,23.59549,89.96139,Sentinel-2A,Optical,28.1,38.4,Analysis Ready,S2_000783.tif,3.99
784,24,3,2019-05-17 14:12:13,24.24097,99.38416,24.34097,99.48416,24.34097,99.38416,24.24097,99.48416,Sentinel-1B,SAR,11.4,90.5,Analysis Ready,S2_000784.tif,3.96
785,30,3,2020-10-08 02:19:20,25.44091,92.6781,25.54091,92.7781,25.54091,92.6781,25.44091,92.7781,Sentinel-1B,SAR,14.6,72.9,Preprocessed,S2_000785.tif,1.91
786,42,5,2018-10-26 21:37:28,22.2315,97.24428,22.3315,97.34428,22.3315,97.24428,22.2315,97.34428,Landsat-9,Optical,15.9,71.0,Analysis Ready,S2_000786.tif,1.44
787,34,4,2023-02-16 20:48:32,25.98166,97.08512,26.08166,97.18512,26.08166,97.08512,25.98166,97.18512,Landsat-8,Optical,10.1,47.5,Preprocessed,S2_000787.tif,3.41
788,45,5,2024-07-31 09:08:38,28.89655,94.92935,28.99655,95.02935,28.99655,94.92935,28.89655,95.02935,Sentinel-2B,Optical,8.2,52.8,Raw,S2_000788.tif,4.8
789,8,1,2020-10-27 04:09:19,24.24148,99.0517,24.34148,99.1517,24.34148,99.0517,24.24148,99.1517,Sentinel-2A,Optical,8.7,66.9,Preprocessed,S2_000789.tif,4.88
790,25,3,2019-07-24 04:22:23,26.33715,96.69094,26.43715,96.79094,26.43715,96.69094,26.33715,96.79094,Sentinel-1A,SAR,29.7,54.5,Analysis Ready,S2_000790.tif,1.79
791,28,3,2020-07-16 05:48:07,29.12011,92.9698,29.22011,93.0698,29.22011,92.9698,29.12011,93.0698,Sentinel-2B,Optical,24.0,2.4,Raw,S2_000791.tif,4.94
792,14,2,2022-08-12 07:25:24,22.32484,93.35324,22.42484,93.45324,22.42484,93.35324,22.32484,93.45324,Sentinel-2B,Optical,25.6,39.2,Analysis Ready,S2_000792.tif,3.55
793,59,8,2022-12-02 00:06:11,25.12741,92.48537,25.22741,92.58537,25.22741,92.48537,25.12741,92.58537,Sentinel-1A,SAR,19.7,59.4,Raw,S2_000793.tif,4.81
794,59,8,2023-03-26 00:19:54,25.87735,92.95131,25.97735,93.05131,25.97735,92.95131,25.87735,93.05131,Landsat-8,Optical,19.2,16.6,Analysis Ready,S2_000794.tif,2.61
795,52,6,2020-11-19 16:27:51,28.66907,100.14096,28.76907,100.24096,28.76907,100.14096,28.66907,100.24096,Sentinel-1B,SAR,24.9,34.3,Preprocessed,S2_000795.tif,3.0
796,9,1,2023-07-31 22:31:57,27.80386,93.04977,27.90386,93.14977,27.90386,93.04977,27.80386,93.14977,Sentinel-2A,Optical,5.7,6.9,Analysis Ready,S2_000796.tif,3.65
797,36,4,2022-08-05 13:47:00,25.69226,90.57305,25.79226,90.67305,25.79226,90.57305,25.69226,90.67305,Landsat-8,Optical,5.7,57.7,Analysis Ready,S2_000797.tif,3.66
798,30,3,2022-10-14 20:11:39,25.35813,92.79079,25.45813,92.89079,25.45813,92.79079,25.35813,92.89079,Landsat-9,Optical,9.3,8.5,Analysis Ready,S2_000798.tif,0.97
799,54,6,2022-10-19 01:54:48,29.44877,91.32798,29.54877,91.42798,29.54877,91.32798,29.44877,91.42798,Landsat-8,Optical,25.9,49.7,Analysis Ready,S2_000799.tif,2.17
800,25,3,2024-09-03 15:47:10,26.73966,96.56424,26.83966,96.66424,26.83966,96.56424,26.73966,96.66424,Sentinel-1A,SAR,9.1,20.7,Preprocessed,S2_000800.tif,2.49
801,44,5,2019-06-08 07:56:34,28.90884,99.14403,29.00884,99.24403,29.00884,99.14403,28.90884,99.24403,Sentinel-2B,Optical,24.4,77.2,Preprocessed,S2_000801.tif,1.82
802,30,3,2023-04-13 12:59:32,25.6724,92.39939,25.7724,92.49939,25.7724,92.39939,25.6724,92.49939,Sentinel-2B,Optical,10.0,6.8,Analysis Ready,S2_000802.tif,2.61
803,33,4,2020-12-13 00:04:07,23.53284,99.88575,23.63284,99.98575,23.63284,99.88575,23.53284,99.98575,RESOURCESAT-2,Optical,18.4,91.0,Preprocessed,S2_000803.tif,2.6
