change_id,image_before_id,image_after_id,state_id,district_id,lat,lon,area_changed_sqkm,change_type,confidence_score,detection_datetime,ndvi_change,ndwi_change,backscatter_change_db,landslide_indicator,validation_status
633,815,1727,11,1,22.56174,90.97034,4.35,Debris Flow,0.963,2023-07-10 12:43:13,-0.7906,-0.1849,0.3772,1,False Positive
634,2836,882,60,8,24.71163,95.8327,1.407,Erosion,0.882,2018-12-28 08:17:39,-0.3482,0.6364,0.1444,1,False Positive
635,1352,2390,39,4,27.8697,91.43756,5.097,Debris Flow,0.605,2018-01-11 03:14:20,0.1892,-0.5232,0.3794,1,Validated
636,651,2045,34,4,26.26714,97.87022,4.842,No Change,0.681,2020-10-30 11:40:28,0.3243,-0.438,0.2583,0,Validated
637,1839,331,48,6,26.72977,95.24975,2.888,Landslide,0.955,2023-02-03 16:33:39,0.1384,0.4545,0.3543,1,False Positive
638,1563,1110,13,2,26.45906,99.48424,9.413,No Change,0.744,2023-11-23 13:48:21,0.2155,0.0926,0.019,0,Validated
639,8,399,20,2,22.87109,93.857,1.217,Landslide,0.624,2024-11-11 21:01:08,0.148,-0.1479,0.3747,1,Validated
640,1284,340,58,7,27.36865,94.09468,3.11,Vegetation Loss,0.689,2018-10-12 19:51:12,0.9206,0.5047,0.0003,1,False Positive
641,2357,1917,49,6,29.50731,98.56644,2.79,Construction,0.798,2018-12-08 06:10:44,0.8403,-0.0304,0.1411,1,Unvalidated
642,999,1274,22,2,22.35634,96.76815,5.455,Erosion,0.603,2024-11-18 02:02:50,0.4582,0.6137,0.4686,1,Unvalidated
643,1833,1898,28,3,29.23423,92.73003,3.48,No Change,0.984,2019-03-07 02:29:12,0.8089,-0.8316,0.1736,0,Unvalidated
644,2514,1918,35,4,23.55482,91.90609,4.712,Erosion,0.531,2018-12-04 21:33:59,0.9057,0.4693,0.0067,1,False Positive
645,706,1105,34,4,25.68203,97.48363,9.763,Landslide,0.745,2018-01-07 16:05:53,0.3255,0.5598,0.4932,1,Unvalidated
646,2896,2505,7,1,25.93039,91.9051,5.545,Debris Flow,0.603,2021-09-14 03:15:09,0.8147,-0.3211,0.0581,1,Unvalidated
647,2571,131,40,5,28.40452,97.7704,8.984,Debris Flow,0.504,2018-04-12 01:56:49,0.7008,0.4187,0.0723,1,Unvalidated
648,2502,470,30,3,25.21665,92.18612,2.218,Landslide,0.984,2022-01-05 09:42:43,0.0684,0.725,0.069,1,False Positive
649,1485,384,25,3,26.75617,96.68986,3.519,Debris Flow,0.951,2024-11-04 08:14:25,0.5191,-0.475,0.2088,1,False Positive
650,1179,1818,1,1,27.60731,90.54547,9.93,Vegetation Loss,0.887,2020-08-13 09:09:50,0.3132,-0.6554,0.4475,1,Unvalidated
651,1824,1777,23,3,28.04116,91.21509,1.4,Landslide,0.691,2022-10-04 23:40:50,-0.9595,0.5139,0.2729,1,False Positive
652,1945,784,50,6,24.187,92.71586,9.428,Debris Flow,0.795,2021-09-15 17:09:51,0.0419,-0.339,0.1663,1,False Positive
653,2798,78,30,3,26.15781,92.1901,3.752,Erosion,0.808,2023-07-14 06:51:36,0.499,0.4583,0.3657,1,Validated
654,1591,895,38,4,29.64754,98.95213,4.056,Landslide,0.539,2018-05-26 17:00:56,0.0538,-0.3738,0.4374,1,Unvalidated
655,1046,1148,5,1,23.4581,95.1572,7.641,Flooding,0.771,2019-04-27 06:48:07,0.6397,-0.2325,0.1031,1,False Positive
656,2585,2267,10,1,23.38524,97.34429,1.815,Debris Flow,0.796,2019-12-20 05:02:00,-0.451,-0.4888,0.4091,1,Validated
657,474,2515,35,4,22.88827,91.13089,0.296,Construction,0.613,2023-08-06 09:53:07,0.7074,-0.6022,0.1158,1,Unvalidated
658,1853,1150,27,3,24.71706,90.56456,1.726,Landslide,0.644,2024-07-21 19:50:41,0.7507,-0.4715,0.1322,1,Validated
659,2373,158,41,5,23.32861,94.60026,0.208,Vegetation Loss,0.722,2020-12-22 01:42:21,-0.7887,-0.7723,0.3794,1,Unvalidated
660,678,2242,40,5,28.09825,97.99449,8.267,No Change,0.908,2019-10-09 14:56:17,0.4956,-0.0042,0.4183,0,False Positive
661,1995,1397,55,7,29.16102,94.17034,9.921,Debris Flow,0.512,2018-07-05 18:53:46,0.4287,-0.7582,0.3754,1,Validated
662,599,2674,54,6,30.03048,91.35818,3.705,Debris Flow,0.803,2023-01-16 18:25:54,-0.7698,0.8624,0.4203,1,False Positive
663,184,1989,33,4,23.87231,100.35535,9.809,Construction,0.536,2019-11-08 04:15:12,0.7275,-0.5762,0.0088,1,Unvalidated
664,16,1265,7,1,26.54923,92.21149,5.241,Construction,0.806,2023-03-23 13:01:13,0.2019,-0.7022,0.4464,1,False Positive
665,2712,2460,59,8,25.92873,92.44421,7.62,Erosion,0.894,2019-02-28 16:25:22,0.6271,-0.7276,0.0863,1,False Positive
666,37,2648,18,2,28.42948,98.98749,2.866,Construction,0.605,2020-09-13 02:59:21,-0.2783,-0.7511,0.2489,1,False Positive
667,121,2135,5,1,23.7845,95.14353,0.209,Debris Flow,0.552,2024-04-04 17:41:22,0.4561,-0.1357,0.1567,1,Unvalidated
668,3,860,60,8,24.35606,96.11259,2.988,Landslide,0.937,2020-09-20 04:38:36,0.9447,0.8762,0.0915,1,Unvalidated
669,1427,801,6,1,26.25973,97.59557,6.255,Erosion,0.655,2024-07-04 06:44:12,-0.9132,-0.0962,0.1079,1,Validated
670,1890,586,23,3,27.52323,91.9495,6.761,No Change,0.68,2018-08-31 12:37:18,-0.987,0.1543,0.328,0,False Positive
671,2189,1279,45,5,28.54876,95.33217,1.839,Vegetation Loss,0.755,2021-08-30 00:49:25,-0.3978,0.8585,0.3894,1,Unvalidated
672,551,2868,57,7,23.20684,93.47467,7.535,No Change,0.564,2020-08-07 22:41:03,-0.7687,-0.9659,0.379,0,Validated
673,486,2573,44,5,29.7662,99.01452,6.618,Vegetation Loss,0.643,2024-06-22 18:30:51,-0.6311,0.9361,0.0722,1,False Positive
674,1953,1882,9,1,27.11512,93.01801,1.589,Vegetation Loss,0.854,2022-07-29 12:01:10,0.4492,0.3389,0.4173,1,False Positive
675,478,2278,55,7,28.9849,93.7873,8.882,No Change,0.921,2024-05-27 23:06:12,-0.4659,0.7626,0.1936,0,False Positive
676,1719,594,59,8,25.87734,92.3902,4.196,No Change,0.617,2023-04-09 11:38:26,-0.7966,-0.6197,0.354,0,Validated
677,1134,1530,54,6,29.88006,92.00466,5.615,No Change,0.939,2019-08-13 16:29:00,0.005,-0.4876,0.0721,0,Validated
678,512,839,38,4,29.28293,98.11708,5.301,Construction,0.982,2024-11-07 22:12:01,-0.7313,-0.6558,0.4558,1,Unvalidated
679,2462,2563,31,3,28.07033,95.03967,8.149,Erosion,0.624,2022-12-24 02:10:00,0.3556,-0.4133,0.0764,1,Validated
680,51,1491,29,3,25.52799,99.07113,0.091,No Change,0.721,2022-06-20 13:25:35,-0.8427,0.1093,0.2328,0,Validated
681,1638,573,62,8,27.52571,92.22644,0.02,Vegetation Loss,0.852,2018-11-18 02:51:42,0.0833,0.3677,0.2877,1,Unvalidated
682,1119,1099,33,4,23.47979,99.91973,6.443,Debris Flow,0.948,2020-06-06 12:59:44,0.954,0.7968,0.0378,1,False Positive
683,46,53,49,6,29.79245,98.66856,1.803,Erosion,0.827,2024-08-08 15:01:51,-0.6171,0.4913,0.0417,1,Unvalidated
684,178,1259,38,4,30.22659,98.46802,8.247,Construction,0.601,2022-10-23 09:43:16,0.4439,0.4257,0.1569,1,Unvalidated
685,1831,1859,8,1,24.39053,98.62576,5.357,No Change,0.55,2020-07-15 05:49:26,0.2151,-0.0615,0.1428,0,Unvalidated
686,957,34,10,1,23.43017,97.94197,6.941,Erosion,0.76,2021-12-10 09:57:21,-0.0878,0.0333,0.1715,1,Validated
687,841,1767,23,3,27.74411,91.91486,8.793,Vegetation Loss,0.952,2023-05-24 02:15:51,0.8832,-0.6274,0.4835,1,Validated
688,145,2372,28,3,28.51848,93.56893,3.619,Flooding,0.551,2024-01-06 06:36:36,0.2171,0.0801,0.1325,1,Unvalidated
689,1552,982,25,3,26.82961,97.11541,2.827,Erosion,0.721,2022-02-13 19:23:02,0.5056,-0.0966,0.2381,1,Unvalidated
690,2914,2531,33,4,24.08678,99.93102,9.013,Vegetation Loss,0.8,2021-11-19 19:33:07,0.397,-0.3608,0.3276,1,False Positive
691,2084,14,41,5,22.55415,93.98445,6.855,Debris Flow,0.578,2021-09-26 07:52:44,-0.8703,-0.9661,0.0416,1,Validated
692,629,2955,50,6,24.14272,92.13908,2.421,Debris Flow,0.501,2024-09-01 07:04:44,0.9714,0.0851,0.1451,1,False Positive
693,1750,2019,1,1,27.42409,90.34506,4.734,Debris Flow,0.853,2018-02-08 05:28:12,-0.275,-0.2863,0.0801,1,Unvalidated
694,284,2946,58,7,26.84021,94.27735,0.452,Erosion,0.981,2020-01-25 09:56:02,0.5104,-0.5796,0.3348,1,Validated
695,2530,1376,55,7,28.87759,94.17745,6.498,Vegetation Loss,0.959,2018-02-12 01:16:44,-0.5296,-0.6838,0.3898,1,Unvalidated
696,322,1989,21,2,24.38984,99.40479,2.104,Vegetation Loss,0.53,2023-08-07 18:18:41,-0.4498,-0.5899,0.437,1,Unvalidated
697,564,2667,27,3,25.56692,90.54351,4.754,No Change,0.934,2019-03-10 04:32:29,-0.0317,0.732,0.1156,0,False Positive
698,944,843,7,1,26.4975,92.11292,7.43,Construction,0.901,2021-07-06 21:09:00,0.2298,-0.5405,0.486,1,False Positive
699,2496,1016,43,5,30.13192,97.38177,0.984,No Change,0.768,2020-09-05 19:53:20,0.2131,0.1529,0.215,0,False Positive
700,2659,2273,5,1,23.88086,94.56312,2.299,Construction,0.983,2023-02-27 11:57:22,0.5061,0.514,0.4711,1,False Positive
701,1414,1706,26,3,23.39046,89.9804,5.68,Landslide,0.894,2024-10-25 23:36:28,0.13,-0.9275,0.0502,1,False Positive
702,1816,1653,16,2,23.56029,90.7519,5.855,Erosion,0.905,2020-11-15 17:14:22,-0.1679,0.7912,0.4779,1,Validated
703,2791,242,58,7,27.14395,94.62867,1.964,No Change,0.919,2020-02-11 18:08:19,-0.0911,-0.2166,0.2779,0,Validated
704,2119,1390,34,4,26.35008,97.1776,9.814,Vegetation Loss,0.695,2018-06-08 16:39:36,0.3575,-0.9012,0.1797,1,False Positive
705,2404,2408,17,2,23.57317,93.17028,6.974,Debris Flow,0.909,2019-01-01 08:34:01,0.6054,-0.2062,0.3916,1,Unvalidated
706,2661,1750,11,1,22.41736,90.46799,6.707,Debris Flow,0.746,2024-12-16 03:03:47,-0.2117,0.3642,0.2978,1,Validated
707,1687,2333,5,1,24.09128,95.04468,7.251,Vegetation Loss,0.612,2021-02-07 06:11:24,0.9679,0.9458,0.0323,1,False Positive
708,1839,2668,48,6,26.72977,95.24975,2.386,Landslide,0.524,2021-08-29 09:05:05,0.5625,-0.7731,0.0875,1,False Positive
709,100,1926,31,3,27.53253,95.07464,8.837,Debris Flow,0.868,2019-04-12 17:55:59,0.2529,-0.2405,0.1705,1,Validated
710,2737,2346,48,6,26.48537,95.27645,1.53,Vegetation Loss,0.812,2020-08-07 11:15:43,0.9989,0.1543,0.1782,1,Validated
711,2568,2954,14,2,22.7206,93.38815,2.692,Vegetation Loss,0.523,2024-03-27 01:15:51,0.5947,-0.5461,0.0906,1,Unvalidated
712,2692,2864,49,6,29.65324,98.54653,6.022,Vegetation Loss,0.793,2021-04-11 20:15:48,-0.4201,0.2784,0.3918,1,False Positive
713,960,1156,30,3,26.04479,93.12356,9.77,Construction,0.971,2021-05-16 10:00:35,-0.7693,-0.7912,0.2285,1,Validated
714,2463,338,32,3,25.18284,95.68278,9.382,Erosion,0.701,2022-05-05 12:30:09,-0.4507,-0.3725,0.4949,1,Validated
715,233,71,49,6,29.66741,98.72424,6.179,No Change,0.873,2019-08-26 03:17:42,0.07,0.2357,0.3019,0,Unvalidated
716,2824,2994,31,3,28.4526,95.83076,4.065,Erosion,0.933,2022-05-03 10:27:38,0.404,0.193,0.4251,1,Unvalidated
717,2133,1979,49,6,29.61728,98.54783,7.694,Landslide,0.615,2020-09-11 23:29:03,0.3713,-0.6891,0.445,1,Validated
718,2307,2830,4,1,27.05217,89.82193,6.588,Construction,0.781,2021-01-21 11:01:57,0.7749,0.8627,0.4864,1,Unvalidated
719,2835,2497,59,8,26.04365,92.29503,4.636,Flooding,0.669,2019-12-14 19:27:59,0.3817,-0.8473,0.4469,1,Unvalidated
720,1489,900,40,5,28.3557,97.78051,2.487,Debris Flow,0.602,2021-02-16 19:16:58,-0.0456,0.1768,0.3543,1,Validated
721,85,2976,61,8,26.94633,90.51807,0.264,No Change,0.906,2020-06-12 18:35:23,-0.6341,0.4275,0.4315,0,False Positive
722,1182,1936,21,2,24.35824,99.4544,8.389,Flooding,0.978,2019-08-31 14:08:53,0.2836,0.0677,0.1687,1,Unvalidated
723,2780,2196,11,1,22.46697,91.33322,8.634,Vegetation Loss,0.894,2018-04-17 01:35:16,-0.9314,-0.746,0.1343,1,False Positive
724,683,961,5,1,23.39892,95.53935,5.73,Flooding,0.752,2020-01-04 02:30:39,0.948,-0.6964,0.2231,1,Unvalidated
725,674,2899,11,1,22.3661,91.34052,5.478,Construction,0.872,2024-09-21 14:40:49,0.6428,-0.6993,0.1845,1,False Positive
726,2967,530,23,3,27.97995,91.71193,4.13,Vegetation Loss,0.869,2022-09-19 22:51:44,-0.2637,0.6248,0.0268,1,Validated
727,2525,970,13,2,25.93755,99.57575,5.327,Construction,0.863,2023-10-05 13:43:20,0.0648,0.5054,0.0208,1,False Positive
728,1654,1100,29,3,26.06454,99.22037,0.628,No Change,0.521,2023-02-23 09:14:05,-0.498,-0.7931,0.4009,0,Unvalidated
729,1430,1865,20,2,23.19309,93.75441,7.668,Landslide,0.81,2019-08-10 05:42:23,0.4576,0.6201,0.2499,1,Validated
730,818,1596,47,6,29.87305,99.45365,9.042,Debris Flow,0.853,2020-10-16 18:26:22,-0.4816,0.4706,0.2923,1,False Positive
731,650,2701,21,2,23.75132,98.89855,5.181,Construction,0.52,2018-02-05 22:32:26,-0.7902,-0.3776,0.0547,1,Unvalidated
732,1633,275,62,8,26.96591,92.75145,4.834,No Change,0.516,2024-03-30 20:12:24,0.686,-0.8962,0.3777,0,Validated
733,2282,915,12,1,27.06671,98.28765,7.993,Vegetation Loss,0.536,2020-07-24 09:29:19,-0.7675,0.2708,0.2424,1,False Positive
734,1470,2082,47,6,29.19736,98.92592,4.668,Construction,0.655,2021-12-15 21:23:29,0.5672,0.9956,0.2542,1,False Positive
735,413,337,16,2,23.70192,91.0767,8.485,Construction,0.525,2023-09-15 16:58:56,0.4628,-0.7682,0.426,1,Unvalidated
736,1006,2862,39,4,27.64316,90.9801,1.934,Vegetation Loss,0.501,2024-04-03 22:56:07,0.1047,0.7984,0.0909,1,Validated
737,2901,2368,1,1,27.296,90.4365,4.8,Landslide,0.932,2024-05-27 05:25:31,-0.5585,0.1279,0.0042,1,False Positive
738,2908,2186,35,4,22.83522,91.95761,5.811,Landslide,0.924,2021-08-23 15:17:15,0.425,0.0683,0.2752,1,False Positive
739,1556,227,42,5,22.49355,97.64344,2.87,Debris Flow,0.924,2020-11-12 13:10:13,0.7216,-0.9148,0.1754,1,False Positive
740,2058,618,46,5,23.35908,98.11897,9.783,Construction,0.845,2018-06-05 05:24:27,0.8086,-0.4394,0.1606,1,Unvalidated
741,1869,635,60,8,24.89039,96.38019,9.253,Construction,0.802,2018-03-18 12:18:00,-0.5716,0.1934,0.054,1,Validated
742,236,141,32,3,25.71318,95.53748,1.284,Debris Flow,0.7,2022-02-01 09:38:55,-0.1606,0.1371,0.4929,1,Unvalidated
743,2024,975,37,4,26.82319,95.07105,3.837,No Change,0.758,2021-12-08 16:32:26,-0.0654,0.5584,0.2186,0,Validated
744,855,824,19,2,24.70569,96.4233,0.941,Erosion,0.848,2020-07-16 06:45:23,0.5466,-0.0305,0.1378,1,False Positive
745,2346,867,15,2,26.50783,98.52516,1.583,Erosion,0.961,2023-01-05 19:54:37,-0.0084,-0.8141,0.3548,1,Validated
746,1368,2131,60,8,24.84552,96.36911,0.893,Erosion,0.548,2020-02-18 04:42:22,-0.3771,0.7598,0.491,1,Unvalidated
747,1281,417,59,8,25.26532,92.88446,3.767,Debris Flow,0.818,2019-06-10 01:46:25,0.2837,-0.0442,0.3687,1,Validated
748,2628,1170,41,5,23.16035,94.30471,2.052,No Change,0.652,2023-08-24 19:15:37,-0.2605,-0.0118,0.2264,0,Unvalidated
749,1695,2598,40,5,27.51959,97.59806,2.664,Debris Flow,0.59,2019-08-04 11:45:33,-0.8499,-0.1684,0.0602,1,False Positive
750,2881,608,39,4,27.15972,90.89208,9.811,No Change,0.605,2023-05-16 02:02:05,0.9395,0.0035,0.2183,0,False Positive
751,2573,186,32,3,25.29245,95.43176,1.906,Debris Flow,0.526,2021-02-06 08:54:38,-0.3342,0.5968,0.4467,1,Validated
752,799,1021,54,6,29.44877,91.32798,1.117,Landslide,0.896,2023-12-08 02:38:22,0.7111,0.1422,0.1365,1,False Positive
753,2455,2,52,6,28.03845,99.85205,1.735,Construction,0.998,2023-04-25 21:39:35,-0.2661,-0.6994,0.3013,1,Validated
754,1611,2295,13,2,25.85892,99.99612,7.421,Construction,0.862,2019-09-01 04:05:02,-0.1101,-0.2473,0.2028,1,Validated
755,1917,23,43,5,29.63291,98.07033,6.211,Debris Flow,0.832,2022-04-03 01:57:47,0.2415,-0.1223,0.4247,1,Unvalidated
756,187,2403,7,1,26.10545,92.07878,1.999,Flooding,0.886,2023-04-23 10:32:13,-0.8987,0.6551,0.3906,1,False Positive
757,187,2475,7,1,26.10545,92.07878,5.677,Construction,0.907,2024-12-05 22:56:40,0.7022,0.5558,0.0132,1,Unvalidated
758,2231,982,61,8,26.27669,89.647,3.047,Landslide,0.54,2018-08-27 00:44:49,0.1121,0.6077,0.348,1,Unvalidated
759,1390,1484,24,3,24.35868,99.2195,2.38,Flooding,0.761,2018-08-22 08:51:35,-0.2066,-0.0769,0.2617,1,False Positive
760,286,1084,26,3,23.69462,90.2693,5.623,Landslide,0.664,2018-06-04 21:53:03,-0.2924,-0.1246,0.0071,1,False Positive
761,440,674,59,8,25.161,92.76842,5.318,Debris Flow,0.869,2024-04-30 13:28:12,-0.8823,-0.3018,0.054,1,False Positive
762,1559,680,37,4,27.20685,94.9141,2.364,Erosion,0.642,2020-06-05 22:42:12,-0.2701,0.5221,0.0988,1,Unvalidated
763,1111,686,41,5,22.51919,94.06163,1.927,No Change,0.714,2019-09-10 01:10:53,0.7302,-0.7511,0.1452,0,Unvalidated
764,890,482,45,5,28.77811,95.2089,6.831,Flooding,0.554,2024-07-28 23:40:44,0.1126,-0.0832,0.2739,1,Unvalidated
765,1131,1458,52,6,28.64858,100.14659,0.686,Landslide,0.507,2024-11-14 18:35:53,0.3228,0.05,0.222,1,Validated
766,2340,1321,3,1,27.44322,99.41946,6.601,Erosion,0.579,2018-05-10 01:02:56,0.9342,0.2867,0.4342,1,Validated
767,843,2603,52,6,28.22312,99.39615,4.066,Debris Flow,0.825,2019-10-14 16:24:43,-0.5865,-0.1914,0.3142,1,False Positive
768,1626,1177,54,6,29.82838,91.30974,2.973,Construction,0.726,2023-02-16 09:40:30,0.8729,0.2825,0.3843,1,False Positive
769,431,2066,33,4,23.41065,100.23723,0.788,Flooding,0.667,2024-02-08 15:54:59,-0.04,0.637,0.113,1,Validated
770,1578,2319,23,3,27.51408,91.27029,7.134,Landslide,0.689,2020-07-16 09:17:06,0.1562,0.3785,0.2072,1,Validated
771,385,2273,25,3,26.20844,96.37627,3.608,No Change,0.794,2019-10-07 17:04:30,0.8372,0.7219,0.4551,0,Unvalidated
772,747,2838,57,7,23.36669,93.26179,7.402,Vegetation Loss,0.906,2022-07-24 08:41:28,-0.2536,-0.0334,0.479,1,False Positive
773,1292,2211,26,3,23.71365,90.57546,0.431,Debris Flow,0.693,2022-01-19 22:53:09,-0.4534,0.6876,0.1542,1,Unvalidated
774,1002,2422,59,8,25.69866,92.27401,8.825,Vegetation Loss,0.703,2018-09-17 07:39:19,-0.9567,-0.7451,0.0358,1,Validated
775,1664,2684,32,3,25.25158,95.61554,8.43,Construction,0.56,2024-09-15 13:56:03,0.1014,-0.2504,0.4637,1,Validated
776,1809,1516,4,1,26.47961,90.15651,3.649,Construction,0.998,2020-12-14 19:59:30,-0.0167,-0.2942,0.4974,1,Validated
777,935,121,26,3,23.9063,90.01323,4.388,Construction,0.965,2024-02-23 13:02:12,0.98,0.3315,0.4491,1,False Positive
778,1453,1609,16,2,23.71803,90.5528,0.706,Vegetation Loss,0.847,2023-09-10 12:27:37,-0.7819,-0.1321,0.4495,1,Validated
779,2847,1370,22,2,22.651,95.89996,6.621,Landslide,0.994,2022-01-05 18:39:43,0.6672,-0.3826,0.0116,1,False Positive
780,1824,1389,23,3,28.04116,91.21509,2.942,Landslide,0.865,2020-04-06 19:34:47,-0.5053,-0.9427,0.104,1,Validated
781,30,832,21,2,23.86485,99.4408,2.428,Erosion,0.906,2023-04-13 14:34:36,-0.4603,-0.8554,0.3642,1,Unvalidated
782,1651,1306,56,7,29.79654,97.44244,2.489,No Change,0.938,2020-03-29 14:09:39,-0.6107,-0.5994,0.2214,0,Validated
783,2931,2682,39,4,27.20212,91.12217,6.566,Erosion,0.61,2024-06-12 21:34:57,-0.3566,-0.5672,0.475,1,False Positive
784,1835,2492,61,8,26.32533,90.32875,6.37,Construction,0.863,2024-08-11 07:46:54,-0.0169,-0.9562,0.3606,1,False Positive
785,2357,186,49,6,29.50731,98.56644,6.459,Flooding,0.965,2023-03-30 20:33:12,-0.4292,-0.1481,0.2363,1,False Positive
786,299,2826,42,5,22.48952,97.24902,3.297,Landslide,0.982,2019-02-28 23:18:07,-0.8182,-0.4179,0.1641,1,Unvalidated
787,527,1277,36,4,25.0033,90.95118,6.669,No Change,0.671,2019-03-15 01:08:54,0.0053,-0.4685,0.4632,0,False Positive
788,2025,528,42,5,22.24736,96.92448,5.073,Debris Flow,0.681,2019-11-27 21:16:17,-0.2813,-0.9236,0.2801,1,False Positive
789,926,948,1,1,27.1926,89.87332,0.246,Flooding,0.958,2018-04-07 20:19:12,0.0802,0.9167,0.2924,1,False Positive
790,2731,496,54,6,29.20161,91.68074,5.637,Flooding,0.665,2020-04-24 23:35:33,-0.7665,0.9059,0.1005,1,Validated
791,1196,551,38,4,29.70712,98.54747,0.256,Vegetation Loss,0.925,2022-08-25 18:41:22,0.5543,-0.9038,0.1375,1,Validated
792,73,2596,55,7,28.88097,94.47742,3.871,Debris Flow,0.512,2018-02-26 04:13:28,0.9141,-0.3657,0.36,1,Unvalidated
793,1065,1167,56,7,29.10113,97.32918,7.449,Vegetation Loss,0.545,2023-03-22 07:26:06,0.4852,-0.058,0.1753,1,Validated
794,659,15,59,8,25.87398,92.417,4.791,Debris Flow,0.976,2023-10-19 14:41:13,-0.0676,0.4736,0.1562,1,False Positive
795,811,2737,8,1,24.31543,98.80115,3.791,Construction,0.938,2020-12-13 04:32:23,0.9221,0.484,0.2562,1,False Positive
796,2696,221,26,3,23.94413,90.03466,1.236,Construction,0.639,2021-03-04 02:21:50,-0.277,-0.2062,0.1888,1,Validated
797,281,1283,53,6,28.10796,91.08741,8.201,Debris Flow,0.806,2021-03-24 02:12:44,0.5894,-0.5293,0.094,1,False Positive
798,2111,411,20,2,23.07497,93.24169,0.351,No Change,0.999,2022-08-23 14:29:25,0.6214,0.3739,0.2893,0,False Positive
799,444,136,5,1,23.67435,94.68358,9.117,Flooding,0.723,2024-12-18 10:47:58,-0.677,0.7547,0.0869,1,False Positive
800,1703,867,23,3,27.89123,91.54933,9.219,No Change,0.604,2022-03-06 19:05:08,0.298,0.4738,0.0151,0,Validated
801,1834,36,58,7,27.1846,94.27143,2.677,No Change,0.586,2018-05-04 04:57:26,0.8213,0.6985,0.0129,0,Unvalidated
802,2186,1318,10,1,23.67846,97.89032,1.48,Debris Flow,0.703,2020-08-06 18:47:30,-0.9097,0.8014,0.37,1,Validated
803,387,1879,42,5,21.97115,97.22969,0.304,Construction,0.995,2018-02-09 22:02:02,-0.5747,-0.4406,0.1656,1,False Positive
804,85,929,61,8,26.94633,90.51807,0.834,Debris Flow,0.731,2022-03-22 08:57:49,-0.8109,0.8388,0.1857,1,Unvalidated
805,1141,441,60,8,24.94048,96.11345,9.943,No Change,0.783,2018-04-13 08:21:30,0.3839,-0.5301,0.4823,0,Unvalidated
806,1489,978,40,5,28.3557,97.78051,4.26,Flooding,0.538,2021-05-18 13:58:18,-0.0391,-0.8527,0.0736,1,False Positive
807,2050,116,31,3,27.79586,94.9741,4.578,Vegetation Loss,0.86,2019-10-15 19:24:15,0.478,-0.7345,0.1751,1,Unvalidated
808,1498,503,18,2,28.73991,98.41296,7.298,Construction,0.807,2021-07-25 07:30:55,-0.8108,-0.1398,0.4447,1,False Positive
809,742,653,7,1,26.81874,92.34597,2.724,Construction,0.892,2018-07-26 23:53:54,0.8449,-0.6595,0.4354,1,Unvalidated
810,1897,1529,22,2,22.75703,96.28343,0.578,No Change,0.611,2021-08-07 20:26:58,0.7341,0.8854,0.4058,0,Unvalidated
811,691,1655,22,2,22.84493,96.12981,0.296,Vegetation Loss,0.62,2022-09-23 16:44:22,-0.5739,0.2571,0.1517,1,Unvalidated
812,1532,370,47,6,29.4164,99.57699,7.94,Landslide,0.89,2024-10-23 16:06:27,0.0519,-0.6505,0.0774,1,False Positive
813,470,2878,33,4,24.03188,100.08236,1.753,Landslide,0.923,2020-06-05 10:38:02,-0.9864,0.871,0.112,1,Validated
814,1539,346,6,1,25.99626,97.4721,4.552,Debris Flow,0.724,2024-09-30 04:28:19,-0.5187,-0.0981,0.3451,1,Validated
815,378,2651,55,7,29.07994,94.4034,2.24,Vegetation Loss,0.643,2024-10-05 21:14:03,0.7533,-0.5805,0.0258,1,False Positive
816,2899,2938,54,6,29.88171,91.57259,1.632,Landslide,0.708,2018-05-07 13:45:05,-0.6014,-0.7766,0.4013,1,Unvalidated
817,2591,2017,10,1,23.42032,97.40941,2.413,Flooding,0.722,2024-05-10 12:39:04,0.808,-0.6122,0.0869,1,Unvalidated
818,2234,636,3,1,27.64064,99.04393,8.244,Landslide,0.909,2024-09-22 19:12:30,-0.7788,-0.6879,0.1007,1,False Positive
819,30,2167,21,2,23.86485,99.4408,6.269,Flooding,0.988,2021-11-29 08:08:38,-0.8349,0.5978,0.241,1,Unvalidated
820,241,2046,37,4,27.08831,94.6391,2.792,Flooding,0.859,2020-05-05 14:27:33,0.758,0.2896,0.0459,1,Validated
821,2203,2695,47,6,29.75542,99.23416,7.761,Flooding,0.771,2018-05-23 17:39:17,0.5618,0.7665,0.264,1,Validated
822,1998,2032,24,3,24.24531,99.56906,9.321,Erosion,0.542,2018-09-13 15:45:21,0.3218,0.5966,0.1145,1,False Positive
823,17,2763,9,1,27.76745,93.78308,5.177,Construction,0.938,2021-02-13 09:27:24,-0.2449,0.9558,0.3132,1,Unvalidated
824,2681,1676,56,7,29.2414,97.11469,7.636,Construction,0.731,2022-09-11 00:28:01,0.7338,0.1234,0.3598,1,False Positive
825,1555,1474,41,5,22.66071,94.10772,9.79,Vegetation Loss,0.553,2018-10-12 15:17:52,-0.9986,0.114,0.3332,1,Unvalidated
826,843,1047,52,6,28.22312,99.39615,9.192,Erosion,0.866,2020-10-12 12:20:32,-0.777,-0.8286,0.1705,1,Unvalidated
827,742,1834,7,1,26.81874,92.34597,3.926,Flooding,0.712,2024-01-05 00:40:38,-0.5146,0.3378,0.3695,1,Unvalidated
828,1327,1079,2,1,23.98124,91.18809,2.507,Debris Flow,0.693,2022-05-10 19:20:34,-0.9061,-0.9872,0.4796,1,False Positive
